RAAA#,Sex,AnimalID,Name,DOB,BrdCds,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HG,GM
PM1,,J24 - D104,CHX  J24 - VF ACQUISITION D104,,,16,-3.7,38,57,0.12,0.1,20,-4,11,8,15,0.33,0.04,5,0.03,0.03,166,46
PM2,,J24 - D172,CHX  J24 - VF SILVER BOW D172,,,15,-2.3,50,80,0.19,0.41,20,-4,12,9,15,0.33,0.03,14,0.08,0.01,175,49
PM3,,J24 - D706,CHX  J24 - DOING RIGHT,,,15,-3.2,38,59,0.13,-0.05,22,-6,9,7,15,0.3,0.04,4,-0.11,0.01,167,47
PM4,,J24 - 3036,CHX  J24 - WOOD EMMETT 3036,,,18,-4.1,38,55,0.11,0.22,19,-4,9,10,16,0.23,0.04,3,-0.08,0.02,170,45
PM5,,J24 - 2385,CHX  J24 - ODOHERTY   2385,,,15,-2.6,44,65,0.13,0.42,21,-5,7,8,15,0.2,0.03,3,-0.13,0,154,45
PM6,,J24 - 8355,CHX  J24 - FEDDES LIBERATION D108- 8355,,,15,-3.2,44,70,0.16,0.48,21,-6,9,8,16,0.46,0.06,13,-0.08,0.01,175,48
PM7,,J24 - 8269,CHX  J24 - FEDDES DEFENDER Y17-8269,,,16,-3,44,66,0.14,0.61,20,-6,11,8,16,0.45,0.02,2,-0.04,0.01,180,47
PM8,,P48 - D104,CHX  P48 - VF ACQUISITION D104,,,14,-1.8,48,71,0.14,0.33,17,-2,12,6,16,0.32,0.05,5,-0.03,0.02,175,47
PM9,,P48 - D172,CHX  P48 - VF SILVER BOW D172,,,12,-0.4,60,93,0.21,0.64,17,-1,13,7,16,0.32,0.05,14,0.02,0.01,184,49
PM10,,P48 - D706,CHX  P48 - DOING RIGHT,,,13,-1.3,48,72,0.15,0.18,19,-4,11,6,17,0.28,0.05,3,-0.16,0.01,176,47
PM11,,P48 - 3036,CHX  P48 - WOOD EMMETT 3036,,,16,-2.2,48,69,0.13,0.46,16,-1,10,9,17,0.22,0.06,3,-0.14,0.01,179,45
PM12,,P48 - 2385,CHX  P48 - ODOHERTY   2385,,,12,-0.7,54,79,0.15,0.65,18,-3,8,6,16,0.19,0.04,3,-0.19,0,163,46
PM13,,P48 - 8355,CHX  P48 - FEDDES LIBERATION D108- 8355,,,13,-1.2,54,83,0.18,0.71,19,-3,10,6,18,0.45,0.07,13,-0.14,0.01,184,48
PM14,,P48 - 8269,CHX  P48 - FEDDES DEFENDER Y17-8269,,,14,-1.1,54,80,0.16,0.84,17,-3,12,7,18,0.44,0.04,1,-0.09,0.01,189,47
PM15,,P2 - D104,CHX  P2 - VF ACQUISITION D104,,,15,-2.5,42,60,0.12,0.16,17,-4,11,7,17,0.32,0.06,4,-0.04,0.03,176,46
PM16,,P2 - D172,CHX  P2 - VF SILVER BOW D172,,,14,-1.2,54,83,0.18,0.48,17,-3,12,8,16,0.33,0.05,12,0.02,0.01,185,48
PM17,,P2 - D706,CHX  P2 - DOING RIGHT,,,14,-2.1,41,62,0.13,0.02,19,-5,10,7,17,0.29,0.05,2,-0.17,0.01,177,47
PM18,,P2 - 3036,CHX  P2 - WOOD EMMETT 3036,,,17,-3,42,58,0.1,0.29,16,-3,9,9,17,0.23,0.06,2,-0.14,0.02,180,45
PM19,,P2 - 2385,CHX  P2 - ODOHERTY   2385,,,14,-1.5,48,68,0.13,0.49,18,-5,7,7,17,0.19,0.04,2,-0.19,0,164,45
PM20,,P2 - 8355,CHX  P2 - FEDDES LIBERATION D108- 8355,,,14,-2,48,73,0.15,0.55,18,-5,9,7,18,0.46,0.08,12,-0.14,0.01,185,47
PM21,,P2 - 8269,CHX  P2 - FEDDES DEFENDER Y17-8269,,,15,-2,48,69,0.14,0.68,16,-5,12,7,18,0.44,0.04,0,-0.1,0.01,190,46
PM22,,D71 - D104,CHX    D71 - VF ACQUISITION D104,,,14,-1.5,46,69,0.14,0.2,18,-5,11,6,14,0.34,0.06,5,0,0.03,157,47
PM23,,D71 - D172,CHX    D71 - VF SILVER BOW D172,,,12,-0.1,58,91,0.2,0.51,18,-4,12,7,14,0.35,0.05,14,0.05,0.02,165,49
PM24,,D71 - D706,CHX    D71 - DOING RIGHT,,,12,-1,46,70,0.15,0.05,20,-6,10,6,15,0.31,0.05,4,-0.14,0.01,158,48
PM25,,D71 - 3036,CHX    D71 - WOOD EMMETT 3036,,,15,-1.9,46,67,0.13,0.33,17,-4,9,8,15,0.25,0.06,3,-0.11,0.02,161,46
PM26,,D71 - 2385,CHX    D71 - ODOHERTY   2385,,,12,-0.4,53,77,0.15,0.52,19,-6,8,6,14,0.22,0.04,3,-0.16,0.01,145,46
PM27,,D71 - 8355,CHX    D71 - FEDDES LIBERATION D108- 8355,,,13,-1,53,81,0.18,0.58,20,-6,9,6,15,0.48,0.08,13,-0.11,0.01,165,49
PM28,,D71 - 8269,CHX    D71 - FEDDES DEFENDER Y17-8269,,,14,-0.9,52,77,0.16,0.71,18,-6,12,7,15,0.46,0.04,2,-0.07,0.02,171,48
PM29,,E7 - D104,CHX    E7 - VF ACQUISITION D104,,,14,-2,44,64,0.13,0.28,18,-2,12,6,18,0.32,0.05,5,0,0.02,188,46
PM30,,E7 - D172,CHX    E7 - VF SILVER BOW D172,,,12,-0.6,56,87,0.19,0.59,18,-1,13,7,18,0.33,0.04,14,0.05,0.01,196,49
PM31,,E7 - D706,CHX    E7 - DOING RIGHT,,,13,-1.5,44,66,0.14,0.13,20,-4,11,5,19,0.29,0.04,4,-0.14,0.01,188,47
PM32,,E7 - 3036,CHX    E7 - WOOD EMMETT 3036,,,16,-2.4,44,62,0.12,0.41,17,-1,10,8,19,0.23,0.05,3,-0.11,0.01,191,45
PM33,,E7 - 2385,CHX    E7 - ODOHERTY   2385,,,12,-0.9,50,72,0.14,0.6,19,-3,8,6,18,0.19,0.04,3,-0.16,0,175,45
PM34,,E7 - 8355,CHX    E7 - FEDDES LIBERATION D108- 8355,,,13,-1.5,50,77,0.17,0.66,19,-3,10,6,20,0.46,0.07,13,-0.11,0.01,196,48
PM35,,E7 - 8269,CHX    E7 - FEDDES DEFENDER Y17-8269,,,14,-1.4,50,73,0.15,0.79,18,-4,12,6,20,0.44,0.03,2,-0.07,0.01,201,47
PM36,,F3 - D104,CHX    F3 - VF ACQUISITION D104,,,14,-1.4,45,65,0.12,0.01,16,-2,12,6,17,0.31,0.05,5,-0.01,0.02,183,47
PM37,,F3 - D172,CHX    F3 - VF SILVER BOW D172,,,12,-0.1,57,87,0.19,0.33,16,-2,13,7,17,0.31,0.04,13,0.05,0.01,191,49
PM38,,F3 - D706,CHX    F3 - DOING RIGHT,,,13,-0.9,45,66,0.13,-0.14,18,-4,10,6,18,0.28,0.04,3,-0.14,0.01,183,47
PM39,,F3 - 3036,CHX    F3 - WOOD EMMETT 3036,,,16,-1.9,45,63,0.11,0.14,15,-2,10,8,18,0.22,0.05,3,-0.11,0.01,186,45
PM40,,F3 - 2385,CHX    F3 - ODOHERTY   2385,,,12,-0.4,52,73,0.13,0.33,17,-3,8,6,17,0.18,0.03,3,-0.16,0,170,46
PM41,,F3 - 8355,CHX    F3 - FEDDES LIBERATION D108- 8355,,,13,-0.9,52,78,0.16,0.4,18,-4,9,6,19,0.44,0.07,13,-0.11,0,191,48
PM42,,F3 - 8269,CHX    F3 - FEDDES DEFENDER Y17-8269,,,14,-0.8,51,74,0.14,0.52,16,-4,12,7,19,0.43,0.03,1,-0.07,0.01,196,47
PM43,,G50 - D104,CHX    G50 - VF ACQUISITION D104,,,13,-1.2,45,68,0.14,0.28,20,-2,11,6,19,0.31,0.05,5,-0.03,0.02,186,47
PM44,,G50 - D172,CHX    G50 - VF SILVER BOW D172,,,11,0.2,57,90,0.2,0.6,20,-1,12,7,18,0.32,0.04,13,0.02,0.01,194,49
PM45,,G50 - D706,CHX    G50 - DOING RIGHT,,,11,-0.7,45,69,0.15,0.14,22,-4,9,5,19,0.28,0.05,3,-0.16,0.01,187,47
PM46,,G50 - 3036,CHX    G50 - WOOD EMMETT 3036,,,15,-1.6,45,66,0.13,0.41,19,-1,9,8,19,0.22,0.05,3,-0.14,0.01,190,45
PM47,,G50 - 2385,CHX    G50 - ODOHERTY   2385,,,11,-0.1,52,76,0.15,0.61,21,-3,7,6,18,0.19,0.04,3,-0.19,0,174,46
PM48,,G50 - 8355,CHX    G50 - FEDDES LIBERATION D108- 8355,,,12,-0.7,52,80,0.18,0.67,21,-3,9,6,20,0.44,0.07,13,-0.14,0,195,48
PM49,,G50 - 8269,CHX    G50 - FEDDES DEFENDER Y17-8269,,,13,-0.6,51,76,0.16,0.79,20,-3,11,6,20,0.44,0.03,1,-0.09,0.01,200,47
PM50,,G24 - D104,CHX    G24 - VF ACQUISITION D104,,,14,-2.2,44,66,0.13,0.47,21,-2,11,7,17,0.31,0.05,7,0,0.02,174,46
PM51,,G24 - D172,CHX    G24 - VF SILVER BOW D172,,,12,-0.8,56,88,0.2,0.78,22,-2,12,8,16,0.32,0.04,16,0.05,0.01,182,48
PM52,,G24 - D706,CHX    G24 - DOING RIGHT,,,13,-1.7,44,67,0.15,0.32,24,-4,10,7,17,0.28,0.05,6,-0.13,0.01,175,46
PM53,,G24 - 3036,CHX    G24 - WOOD EMMETT 3036,,,16,-2.6,44,64,0.12,0.6,20,-2,9,10,17,0.22,0.05,5,-0.11,0.01,178,44
PM54,?,G24 - 2385,CHX    G24 - ODOHERTY   2385,,,12,-1.1,51,74,0.14,0.79,22,-3,8,7,17,0.19,0.04,5,-0.16,0,162,45
PM55,,G24 - 8355,CHX    G24 - FEDDES LIBERATION D108- 8355,,,13,-1.7,51,78,0.17,0.85,23,-4,9,7,18,0.44,0.07,15,-0.11,0,182,47
PM56,,G24 - 8269,CHX    G24 - FEDDES DEFENDER Y17-8269,,,14,-1.5,50,75,0.15,0.98,21,-4,12,8,18,0.44,0.03,4,-0.06,0.01,188,46
PM57,,G6 - D104,CHX    G6 - VF ACQUISITION D104,,,15,-2,43,65,0.14,0.37,21,-3,11,8,17,0.31,0.05,7,0.02,0.02,175,46
PM58,,G6 - D172,CHX    G6 - VF SILVER BOW D172,,,13,-0.6,55,87,0.2,0.69,21,-2,12,8,16,0.31,0.04,16,0.08,0.01,183,49
PM59,,G6 - D706,CHX    G6 - DOING RIGHT,,,13,-1.5,43,66,0.15,0.23,23,-5,10,7,17,0.28,0.04,6,-0.11,0.01,175,47
PM60,,G6 - 3036,CHX    G6 - WOOD EMMETT 3036,,,16,-2.4,43,63,0.12,0.5,19,-2,9,10,17,0.22,0.05,5,-0.09,0.01,178,45
PM61,,G6 - 2385,CHX    G6 - ODOHERTY   2385,,,13,-0.9,50,73,0.15,0.7,21,-4,7,7,16,0.18,0.03,5,-0.14,0,162,45
PM62,,G6 - 8355,CHX    G6 - FEDDES LIBERATION D108- 8355,,,13,-1.5,50,77,0.17,0.76,22,-4,9,8,18,0.44,0.07,15,-0.09,0,183,48
PM63,,G6 - 8269,CHX    G6 - FEDDES DEFENDER Y17-8269,,,14,-1.4,49,74,0.15,0.88,20,-4,12,8,18,0.43,0.03,4,-0.05,0.01,188,47
PM64,,G46 - D104,CHX    G46 - VF ACQUISITION D104,,,13,-1.2,46,70,0.15,0.36,22,-2,11,6,17,0.31,0.05,8,0.02,0.02,179,47
PM65,,G46 - D172,CHX    G46 - VF SILVER BOW D172,,,11,0.2,58,92,0.21,0.68,22,-1,12,7,17,0.32,0.04,16,0.08,0.01,187,49
PM66,,G46 - D706,CHX    G46 - DOING RIGHT,,,11,-0.7,46,72,0.16,0.22,24,-4,10,6,18,0.28,0.04,6,-0.11,0.01,179,47
PM67,,G46 - 3036,CHX    G46 - WOOD EMMETT 3036,,,14,-1.6,46,68,0.14,0.49,21,-1,9,8,18,0.22,0.05,6,-0.09,0.01,182,45
PM68,,G46 - 2385,CHX    G46 - ODOHERTY   2385,,,11,-0.1,53,78,0.16,0.69,23,-3,8,6,17,0.19,0.04,6,-0.14,0,166,46
PM69,,G46 - 8355,CHX    G46 - FEDDES LIBERATION D108- 8355,,,12,-0.7,53,83,0.19,0.75,23,-3,9,6,19,0.44,0.07,16,-0.09,0,187,48
PM70,,G46 - 8269,CHX    G46 - FEDDES DEFENDER Y17-8269,,,13,-0.6,52,79,0.17,0.87,22,-3,12,7,19,0.44,0.03,4,-0.05,0.01,192,47
PM71,,L17 - D104,HHOLLL17 - VF ACQUISITION D104,,,14,-1.7,49,73,0.15,0.41,20,-2,12,7,19,0.33,0.06,3,-0.05,0.03,197,47
PM72,,L17 - D172,HHOLLL17 - VF SILVER BOW D172,,,12,-0.3,61,95,0.21,0.73,20,-1,13,8,19,0.33,0.05,12,0.01,0.01,205,49
PM73,,L17 - D706,HHOLLL17 - DOING RIGHT,,,13,-1.2,49,74,0.16,0.26,22,-3,10,7,19,0.3,0.05,2,-0.18,0.01,197,48
PM74,,L17 - 3036,HHOLLL17 - WOOD EMMETT 3036,,,16,-2.2,49,71,0.14,0.54,19,-1,10,9,20,0.23,0.06,1,-0.16,0.02,200,46
PM75,,L17 - 2385,HHOLLL17 - ODOHERTY   2385,,,12,-0.6,55,81,0.16,0.74,21,-3,8,7,19,0.2,0.05,1,-0.2,0,184,46
PM76,,L17 - 8355,HHOLLL17 - FEDDES LIBERATION D108- 8355,,,13,-1.2,56,85,0.19,0.8,22,-3,10,7,20,0.46,0.08,11,-0.16,0.01,205,48
PM77,,L17 - 8269,HHOLLL17 - FEDDES DEFENDER Y17-8269,,,14,-1.1,55,82,0.17,0.92,20,-3,12,8,20,0.45,0.04,0,-0.11,0.01,210,47
PM78,,I04 - D104,HHOLLI04 - VF ACQUISITION D104,,,15,-3.2,41,60,0.12,0.21,20,-2,11,8,17,0.31,0.05,5,-0.02,0.02,178,46
PM79,,I04 - D172,HHOLLI04 - VF SILVER BOW D172,,,14,-1.8,53,83,0.19,0.53,20,-1,12,8,17,0.32,0.04,13,0.03,0.01,186,48
PM80,,I04 - D706,HHOLLI04 - DOING RIGHT,,,14,-2.7,41,62,0.13,0.06,22,-4,9,7,17,0.28,0.05,3,-0.16,0.01,179,46
PM81,,I04 - 3036,HHOLLI04 - WOOD EMMETT 3036,,,17,-3.6,41,58,0.11,0.34,19,-1,9,10,18,0.22,0.05,3,-0.13,0.01,182,44
PM82,,I04 - 2385,HHOLLI04 - ODOHERTY   2385,,,14,-2.1,47,68,0.13,0.53,21,-3,7,8,17,0.19,0.04,3,-0.18,0,166,45
PM83,,I04 - 8355,HHOLLI04 - FEDDES LIBERATION D108- 8355,,,14,-2.7,47,73,0.16,0.59,21,-3,9,8,18,0.44,0.07,13,-0.13,0,187,47
PM84,,I04 - 8269,HHOLLI04 - FEDDES DEFENDER Y17-8269,,,15,-2.5,47,69,0.14,0.72,20,-3,11,8,18,0.44,0.03,1,-0.09,0.01,192,46
PM85,,I51 - D104,HHOLLI51 - VF ACQUISITION D104,,,15,-2.5,43,64,0.13,0.3,22,-2,10,7,17,0.32,0.06,4,-0.04,0.02,179,46
PM86,,I51 - D172,HHOLLI51 - VF SILVER BOW D172,,,13,-1.1,55,86,0.19,0.62,22,-1,12,8,17,0.32,0.05,13,0.02,0.01,188,48
PM87,,I51 - D706,HHOLLI51 - DOING RIGHT,,,13,-2,43,65,0.14,0.15,24,-4,9,7,18,0.28,0.05,2,-0.17,0.01,180,47
PM88,,I51 - 3036,HHOLLI51 - WOOD EMMETT 3036,,,17,-2.9,43,62,0.12,0.43,21,-1,9,9,18,0.22,0.06,2,-0.14,0.01,183,45
PM89,,I51 - 2385,HHOLLI51 - ODOHERTY   2385,,,13,-1.4,50,72,0.14,0.62,23,-3,7,7,17,0.19,0.04,2,-0.19,0,167,45
PM90,,I51 - 8355,HHOLLI51 - FEDDES LIBERATION D108- 8355,,,14,-2,50,76,0.17,0.69,24,-3,8,7,18,0.45,0.08,12,-0.14,0.01,188,47
PM91,,I51 - 8269,HHOLLI51 - FEDDES DEFENDER Y17-8269,,,15,-1.9,49,73,0.15,0.81,22,-3,11,8,19,0.44,0.04,0,-0.1,0.01,193,47
PM92,,I24 - D104,HHOLLI24 - VF ACQUISITION D104,,,14,-1.2,46,69,0.14,0.29,20,-1,11,7,18,0.34,0.07,5,-0.05,0.03,182,47
PM93,,I24 - D172,HHOLLI24 - VF SILVER BOW D172,,,12,0.1,58,91,0.21,0.6,20,-1,12,7,17,0.34,0.06,13,0,0.01,190,49
PM94,,I24 - D706,HHOLLI24 - DOING RIGHT,,,12,-0.8,46,70,0.15,0.14,22,-3,10,6,18,0.3,0.06,3,-0.19,0.01,182,47
PM95,,I24 - 3036,HHOLLI24 - WOOD EMMETT 3036,,,15,-1.7,46,67,0.13,0.41,19,-1,9,9,18,0.24,0.07,3,-0.16,0.02,185,45
PM96,?,I24 - 2385,HHOLLI24 - ODOHERTY   2385,,,12,-0.2,53,77,0.15,0.61,21,-2,7,7,17,0.2,0.05,3,-0.21,0,169,46
PM97,,I24 - 8355,HHOLLI24 - FEDDES LIBERATION D108- 8355,,,12,-0.8,53,81,0.18,0.67,21,-3,9,7,19,0.47,0.09,13,-0.16,0.01,190,48
PM98,,I24 - 8269,HHOLLI24 - FEDDES DEFENDER Y17-8269,,,14,-0.6,52,78,0.16,0.8,20,-3,12,7,19,0.45,0.05,1,-0.12,0.01,195,47
PM99,,I27 - D104,HHOLLI27 - VF ACQUISITION D104,,,16,-3.5,39,59,0.12,0.2,23,-2,10,8,17,0.32,0.05,5,-0.01,0.02,177,46
PM100,,I27 - D172,HHOLLI27 - VF SILVER BOW D172,,,14,-2.2,51,81,0.19,0.51,23,-2,11,9,16,0.32,0.04,13,0.05,0.01,185,48
PM101,,I27 - D706,HHOLLI27 - DOING RIGHT,,,15,-3,39,61,0.13,0.05,25,-4,9,8,17,0.28,0.04,3,-0.14,0.01,177,47
PM102,,I27 - 3036,HHOLLI27 - WOOD EMMETT 3036,,,18,-4,39,57,0.11,0.33,22,-2,8,10,17,0.22,0.05,3,-0.11,0.01,180,45
PM103,,I27 - 2385,HHOLLI27 - ODOHERTY   2385,,,14,-2.5,46,67,0.13,0.52,24,-3,7,8,16,0.19,0.04,3,-0.16,0,164,45
PM104,,I27 - 8355,HHOLLI27 - FEDDES LIBERATION D108- 8355,,,15,-3,46,72,0.16,0.58,24,-4,8,8,18,0.45,0.07,13,-0.11,0.01,185,47
PM105,,I27 - 8269,HHOLLI27 - FEDDES DEFENDER Y17-8269,,,16,-2.9,45,68,0.14,0.71,22,-4,11,9,18,0.44,0.03,1,-0.07,0.01,190,47
PM106,,I47 - D104,HHOLLI47 - VF ACQUISITION D104,,,14,-1.7,44,66,0.14,0.32,22,-2,10,8,17,0.31,0.05,6,-0.02,0.02,178,46
PM107,,I47 - D172,HHOLLI47 - VF SILVER BOW D172,,,12,-0.3,56,88,0.2,0.63,22,-1,12,8,17,0.31,0.04,14,0.04,0.01,187,49
PM108,,I47 - D706,HHOLLI47 - DOING RIGHT,,,13,-1.2,43,67,0.15,0.17,24,-3,9,7,18,0.28,0.04,4,-0.15,0.01,179,47
PM109,,I47 - 3036,HHOLLI47 - WOOD EMMETT 3036,,,16,-2.2,44,64,0.12,0.44,21,-1,8,10,18,0.22,0.05,4,-0.12,0.01,182,45
PM110,,I47 - 2385,HHOLLI47 - ODOHERTY   2385,,,12,-0.6,50,74,0.15,0.64,23,-3,7,7,17,0.18,0.04,4,-0.17,0,166,45
PM111,,I47 - 8355,HHOLLI47 - FEDDES LIBERATION D108- 8355,,,13,-1.2,50,78,0.17,0.7,24,-3,8,7,18,0.44,0.07,14,-0.12,0,187,48
PM112,,I47 - 8269,HHOLLI47 - FEDDES DEFENDER Y17-8269,,,14,-1.1,50,75,0.16,0.83,22,-3,11,8,18,0.43,0.03,2,-0.08,0.01,192,47
PM113,,I49 - D104,HHOLLI49 - VF ACQUISITION D104,,,14,-2.2,42,61,0.12,0.2,19,-1,11,6,17,0.31,0.06,5,-0.04,0.03,175,46
PM114,,I49 - D172,HHOLLI49 - VF SILVER BOW D172,,,12,-0.9,54,84,0.19,0.51,20,-1,12,7,17,0.32,0.05,13,0.02,0.01,184,48
PM115,,I49 - D706,HHOLLI49 - DOING RIGHT,,,12,-1.8,42,63,0.13,0.05,21,-3,9,5,18,0.28,0.05,3,-0.17,0.01,176,47
PM116,,I49 - 3036,HHOLLI49 - WOOD EMMETT 3036,,,16,-2.7,42,59,0.11,0.32,18,-1,9,8,18,0.22,0.06,3,-0.14,0.02,179,45
PM117,,I49 - 2385,HHOLLI49 - ODOHERTY   2385,,,12,-1.1,48,70,0.13,0.52,20,-3,7,6,17,0.19,0.05,3,-0.19,0,163,45
PM118,,I49 - 8355,HHOLLI49 - FEDDES LIBERATION D108- 8355,,,13,-1.7,48,74,0.16,0.58,21,-3,9,6,18,0.44,0.08,13,-0.14,0.01,184,47
PM119,,I49 - 8269,HHOLLI49 - FEDDES DEFENDER Y17-8269,,,14,-1.6,48,70,0.14,0.71,19,-3,11,6,19,0.44,0.04,1,-0.1,0.01,189,47
PM120,,J8 - D104,HHOLLJ8 - VF ACQUISITION D104,,,14,-1.7,49,73,0.15,0.4,22,-2,11,7,19,0.33,0.05,4,-0.03,0.03,195,47
PM121,,J8 - D172,HHOLLJ8 - VF SILVER BOW D172,,,12,-0.3,61,96,0.22,0.72,22,-1,12,8,19,0.33,0.05,12,0.02,0.01,204,50
PM122,,J8 - D706,HHOLLJ8 - DOING RIGHT,,,13,-1.2,49,75,0.16,0.26,24,-4,10,7,19,0.3,0.05,2,-0.16,0.01,196,48
PM123,,J8 - 3036,HHOLLJ8 - WOOD EMMETT 3036,,,16,-2.2,49,71,0.14,0.53,21,-1,9,9,19,0.23,0.06,2,-0.14,0.02,199,46
PM124,,J8 - 2385,HHOLLJ8 - ODOHERTY   2385,,,12,-0.6,55,81,0.16,0.73,22,-3,7,7,19,0.2,0.04,2,-0.19,0,183,46
PM125,,J8 - 8355,HHOLLJ8 - FEDDES LIBERATION D108- 8355,,,13,-1.2,55,86,0.19,0.79,23,-3,9,7,20,0.46,0.07,12,-0.14,0.01,204,49
PM126,,J8 - 8269,HHOLLJ8 - FEDDES DEFENDER Y17-8269,,,14,-1.1,55,82,0.17,0.91,21,-3,12,8,20,0.45,0.04,0,-0.09,0.01,209,48
PM127,,J19 - D104,HHOLLJ19 - VF ACQUISITION D104,,,15,-2.3,44,64,0.13,0.23,19,-1,11,7,17,0.31,0.06,4,-0.05,0.02,181,46
PM128,,J19 - D172,HHOLLJ19 - VF SILVER BOW D172,,,13,-0.9,56,87,0.19,0.54,19,-1,12,8,17,0.32,0.05,13,0.01,0.01,189,49
PM129,,J19 - D706,HHOLLJ19 - DOING RIGHT,,,13,-1.8,44,66,0.14,0.08,21,-3,9,7,18,0.28,0.05,3,-0.18,0.01,181,47
PM130,,J19 - 3036,HHOLLJ19 - WOOD EMMETT 3036,,,16,-2.8,44,62,0.12,0.36,18,-1,9,9,18,0.22,0.06,2,-0.15,0.01,185,45
PM131,,J19 - 2385,HHOLLJ19 - ODOHERTY   2385,,,13,-1.2,50,72,0.14,0.55,20,-2,7,7,17,0.19,0.04,2,-0.2,0,168,45
PM132,,J19 - 8355,HHOLLJ19 - FEDDES LIBERATION D108- 8355,,,14,-1.8,50,77,0.17,0.61,20,-3,9,7,19,0.44,0.08,12,-0.15,0,189,48
PM133,,J19 - 8269,HHOLLJ19 - FEDDES DEFENDER Y17-8269,,,15,-1.7,50,73,0.15,0.74,19,-3,11,7,19,0.44,0.04,0,-0.11,0.01,194,47
PM134,,J13 - D104,HHOLLJ13 - VF ACQUISITION D104,,,14,-1.5,44,65,0.13,0.14,18,-2,11,7,18,0.31,0.05,4,-0.03,0.02,183,47
PM135,,J13 - D172,HHOLLJ13 - VF SILVER BOW D172,,,12,-0.2,56,87,0.19,0.46,18,-1,12,7,18,0.32,0.04,13,0.02,0.01,191,49
PM136,?,J13 - D706,HHOLLJ13 - DOING RIGHT,,,13,-1.1,44,66,0.14,-0.01,20,-4,9,6,18,0.28,0.04,3,-0.16,0.01,183,47
PM137,,J13 - 3036,HHOLLJ13 - WOOD EMMETT 3036,,,16,-2,44,63,0.11,0.27,16,-1,9,9,18,0.22,0.05,2,-0.14,0.01,186,45
PM138,,J13 - 2385,HHOLLJ13 - ODOHERTY   2385,,,12,-0.5,51,73,0.14,0.47,18,-3,7,7,18,0.19,0.04,2,-0.19,0,170,46
PM139,,J13 - 8355,HHOLLJ13 - FEDDES LIBERATION D108- 8355,,,13,-1,51,77,0.16,0.53,19,-3,9,7,19,0.44,0.07,12,-0.14,0,191,48
PM140,,J13 - 8269,HHOLLJ13 - FEDDES DEFENDER Y17-8269,,,14,-0.9,51,74,0.15,0.65,17,-3,11,7,19,0.44,0.03,1,-0.09,0.01,196,47
PM141,,J44 - D104,HHOLLJ44 - VF ACQUISITION D104,,,14,-1.3,53,80,0.17,0.48,22,-2,12,7,19,0.35,0.07,4,-0.06,0.03,201,48
