RAAA#,Sex,AnimalID,Name,DOB,BrdCds,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HG,GM
PM142,,J44 - D172,HHOLLJ44 - VF SILVER BOW D172,,,12,0.1,65,102,0.23,0.8,22,-1,13,8,19,0.35,0.06,13,-0.01,0.02,209,50
PM143,,J44 - D706,HHOLLJ44 - DOING RIGHT,,,12,-0.8,53,81,0.18,0.33,24,-4,11,7,19,0.31,0.06,2,-0.19,0.01,201,48
PM144,,J44 - 3036,HHOLLJ44 - WOOD EMMETT 3036,,,15,-1.8,53,78,0.15,0.61,21,-1,10,9,20,0.25,0.07,2,-0.17,0.02,204,46
PM145,,J44 - 2385,HHOLLJ44 - ODOHERTY   2385,,,12,-0.2,60,88,0.18,0.81,23,-3,9,7,19,0.22,0.06,2,-0.22,0.01,188,47
PM146,,J44 - 8355,HHOLLJ44 - FEDDES LIBERATION D108- 8355,,,13,-0.8,60,92,0.2,0.87,24,-3,10,7,20,0.48,0.09,12,-0.17,0.01,209,49
PM147,,J44 - 8269,HHOLLJ44 - FEDDES DEFENDER Y17-8269,,,14,-0.7,59,89,0.18,0.99,22,-3,13,7,20,0.47,0.05,0,-0.12,0.02,214,48
PM148,,J02 - D104,HHOLLJ02 - VF ACQUISITION D104,,,14,-1.9,47,70,0.15,0.47,26,-1,11,7,17,0.31,0.06,5,-0.04,0.02,179,46
PM149,,J02 - D172,HHOLLJ02 - VF SILVER BOW D172,,,12,-0.5,59,92,0.21,0.78,26,0,12,8,17,0.31,0.05,14,0.02,0.01,187,49
PM150,?,J02 - D706,HHOLLJ02 - DOING RIGHT,,,12,-1.4,46,71,0.16,0.32,28,-3,10,6,18,0.28,0.05,4,-0.17,0.01,179,47
PM151,,J02 - 3036,HHOLLJ02 - WOOD EMMETT 3036,,,15,-2.3,47,68,0.13,0.59,25,0,9,9,18,0.22,0.06,3,-0.14,0.01,183,45
PM152,,J02 - 2385,HHOLLJ02 - ODOHERTY   2385,,,12,-0.8,53,78,0.16,0.79,27,-2,7,7,17,0.18,0.05,3,-0.19,0,167,46
PM153,,J02 - 8355,HHOLLJ02 - FEDDES LIBERATION D108- 8355,,,13,-1.4,53,83,0.18,0.85,27,-2,9,7,19,0.44,0.08,13,-0.14,0.01,187,48
PM154,,J02 - 8269,HHOLLJ02 - FEDDES DEFENDER Y17-8269,,,14,-1.2,53,79,0.16,0.98,26,-2,11,7,19,0.43,0.04,2,-0.1,0.01,193,47
PM155,,J22 - D104,HHOLLJ22 - VF ACQUISITION D104,,,15,-2.5,41,62,0.13,0.19,21,-3,10,7,17,0.32,0.05,5,-0.01,0.02,175,46
PM156,,J22 - D172,HHOLLJ22 - VF SILVER BOW D172,,,13,-1.1,53,84,0.19,0.5,21,-2,11,8,17,0.32,0.04,13,0.05,0.01,183,49
PM157,,J22 - D706,HHOLLJ22 - DOING RIGHT,,,13,-2,41,63,0.14,0.04,23,-4,9,7,17,0.28,0.04,3,-0.14,0.01,175,47
PM158,,J22 - 3036,HHOLLJ22 - WOOD EMMETT 3036,,,16,-2.9,41,60,0.12,0.32,20,-2,8,9,17,0.22,0.05,3,-0.11,0.01,178,45
PM159,,J22 - 2385,HHOLLJ22 - ODOHERTY   2385,,,13,-1.4,48,70,0.14,0.51,22,-4,7,7,17,0.19,0.04,3,-0.16,0,162,46
PM160,,J22 - 8355,HHOLLJ22 - FEDDES LIBERATION D108- 8355,,,14,-2,48,74,0.17,0.57,22,-4,8,7,18,0.45,0.07,13,-0.11,0.01,183,48
PM161,,J22 - 8269,HHOLLJ22 - FEDDES DEFENDER Y17-8269,,,15,-1.9,47,71,0.15,0.7,21,-4,11,8,18,0.44,0.03,1,-0.07,0.01,188,47
PM162,,J21 - D104,HHOLLJ21 - VF ACQUISITION D104,,,15,-2.9,42,62,0.13,0.23,22,-2,11,8,17,0.32,0.05,5,-0.02,0.02,177,46
PM163,,J21 - D172,HHOLLJ21 - VF SILVER BOW D172,,,13,-1.5,54,85,0.19,0.55,22,-1,12,8,17,0.32,0.04,14,0.03,0.01,185,49
PM164,,J21 - D706,HHOLLJ21 - DOING RIGHT,,,14,-2.4,42,64,0.14,0.09,24,-3,10,7,17,0.28,0.05,4,-0.15,0.01,177,47
PM165,,J21 - 3036,HHOLLJ21 - WOOD EMMETT 3036,,,17,-3.4,42,60,0.11,0.36,21,-1,9,10,17,0.22,0.06,3,-0.12,0.01,180,45
PM166,,J21 - 2385,HHOLLJ21 - ODOHERTY   2385,,,13,-1.8,48,70,0.14,0.56,23,-3,7,7,17,0.19,0.04,3,-0.18,0,164,45
PM167,,J21 - 8355,HHOLLJ21 - FEDDES LIBERATION D108- 8355,,,14,-2.4,48,75,0.16,0.62,23,-3,9,8,18,0.45,0.07,13,-0.12,0.01,185,48
PM168,,J21 - 8269,HHOLLJ21 - FEDDES DEFENDER Y17-8269,,,15,-2.3,48,71,0.15,0.74,22,-3,12,8,18,0.44,0.04,2,-0.09,0.01,190,47
PM169,,J40 - D104,HHOLLJ40 - VF ACQUISITION D104,,,15,-2.6,42,62,0.12,0.23,21,-2,10,7,17,0.32,0.06,4,-0.04,0.02,180,46
PM170,,J40 - D172,HHOLLJ40 - VF SILVER BOW D172,,,13,-1.2,54,84,0.19,0.54,21,-1,12,8,17,0.32,0.05,13,0.02,0.01,188,48
PM171,,J40 - D706,HHOLLJ40 - DOING RIGHT,,,14,-2.2,42,63,0.13,0.08,23,-4,9,7,18,0.28,0.05,2,-0.17,0.01,181,47
PM172,,J40 - 3036,HHOLLJ40 - WOOD EMMETT 3036,,,17,-3.1,42,60,0.11,0.35,20,-1,9,10,18,0.22,0.06,2,-0.14,0.01,184,45
PM173,,J40 - 2385,HHOLLJ40 - ODOHERTY   2385,,,13,-1.5,48,70,0.13,0.55,21,-3,7,7,17,0.19,0.04,2,-0.19,0,168,45
PM174,,J40 - 8355,HHOLLJ40 - FEDDES LIBERATION D108- 8355,,,14,-2.1,49,74,0.16,0.61,22,-3,8,7,18,0.45,0.08,12,-0.14,0.01,188,47
PM175,,J40 - 8269,HHOLLJ40 - FEDDES DEFENDER Y17-8269,,,15,-2,48,71,0.14,0.74,20,-3,11,8,19,0.44,0.04,0,-0.1,0.01,194,47
PM176,,J23 - D104,HHOLLJ23 - VF ACQUISITION D104,,,15,-2.5,44,65,0.13,0.23,21,-1,11,7,17,0.31,0.06,4,-0.05,0.02,182,46
PM177,,J23 - D172,HHOLLJ23 - VF SILVER BOW D172,,,13,-1.1,56,87,0.19,0.54,21,-1,12,8,17,0.32,0.05,13,0.01,0.01,190,49
PM178,,J23 - D706,HHOLLJ23 - DOING RIGHT,,,14,-2,44,66,0.14,0.08,23,-3,9,7,18,0.28,0.05,2,-0.18,0.01,182,47
PM179,,J23 - 3036,HHOLLJ23 - WOOD EMMETT 3036,,,17,-2.9,44,63,0.12,0.35,20,-1,9,9,18,0.22,0.06,2,-0.16,0.01,185,45
PM180,,J23 - 2385,HHOLLJ23 - ODOHERTY   2385,,,13,-1.4,51,73,0.14,0.55,21,-2,7,7,17,0.19,0.04,2,-0.2,0,169,46
PM181,,J23 - 8355,HHOLLJ23 - FEDDES LIBERATION D108- 8355,,,14,-2,51,77,0.17,0.61,22,-3,9,7,19,0.44,0.08,12,-0.16,0,190,48
PM182,,J23 - 8269,HHOLLJ23 - FEDDES DEFENDER Y17-8269,,,15,-1.9,50,74,0.15,0.74,20,-3,11,8,19,0.44,0.04,0,-0.11,0.01,195,47
PM183,,K03 - D104,HHOLLK03 - VF ACQUISITION D104,,,15,-2.8,43,63,0.13,0.24,20,-1,11,7,17,0.31,0.06,4,-0.05,0.02,180,46
PM184,,K03 - D172,HHOLLK03 - VF SILVER BOW D172,,,13,-1.4,55,85,0.19,0.55,20,0,12,8,17,0.31,0.05,13,0.01,0.01,189,48
PM185,,K03 - D706,HHOLLK03 - DOING RIGHT,,,13,-2.3,42,65,0.14,0.09,22,-3,10,6,18,0.28,0.05,3,-0.18,0.01,181,47
PM186,,K03 - 3036,HHOLLK03 - WOOD EMMETT 3036,,,17,-3.2,43,61,0.11,0.37,19,0,9,9,18,0.22,0.06,2,-0.15,0.01,184,45
PM187,?,K03 - 2385,HHOLLK03 - ODOHERTY   2385,,,13,-1.7,49,71,0.14,0.56,20,-2,7,7,17,0.18,0.04,2,-0.2,0,168,45
PM188,,K03 - 8355,HHOLLK03 - FEDDES LIBERATION D108- 8355,,,14,-2.2,49,76,0.16,0.62,21,-2,9,7,19,0.44,0.08,12,-0.15,0,189,48
PM189,,K03 - 8269,HHOLLK03 - FEDDES DEFENDER Y17-8269,,,15,-2.2,49,72,0.15,0.75,19,-2,11,7,19,0.43,0.04,1,-0.11,0.01,194,47
PM190,,K13 - D104,HHOLLK13 - VF ACQUISITION D104,,,14,-2.2,43,63,0.13,0.24,22,-2,11,7,17,0.32,0.05,5,-0.02,0.03,172,46
PM191,,K13 - D172,HHOLLK13 - VF SILVER BOW D172,,,13,-0.9,55,85,0.19,0.56,22,-2,12,8,16,0.33,0.04,14,0.04,0.01,181,49
PM192,,K13 - D706,HHOLLK13 - DOING RIGHT,,,13,-1.8,43,65,0.14,0.09,24,-4,9,7,17,0.29,0.05,3,-0.15,0.01,173,47
PM193,,K13 - 3036,HHOLLK13 - WOOD EMMETT 3036,,,16,-2.8,43,61,0.11,0.37,21,-2,9,9,17,0.23,0.05,3,-0.12,0.01,176,45
PM194,,K13 - 2385,HHOLLK13 - ODOHERTY   2385,,,13,-1.2,49,71,0.14,0.57,22,-4,7,7,16,0.19,0.04,3,-0.17,0,160,45
PM195,,K13 - 8355,HHOLLK13 - FEDDES LIBERATION D108- 8355,,,13,-1.8,49,76,0.16,0.63,23,-4,8,7,18,0.46,0.07,13,-0.12,0.01,181,48
PM196,,K13 - 8269,HHOLLK13 - FEDDES DEFENDER Y17-8269,,,14,-1.6,49,72,0.15,0.75,21,-4,11,7,18,0.44,0.03,1,-0.08,0.01,186,47
PM197,,K50 - D104,HHOLLK50 - VF ACQUISITION D104,,,15,-2.3,45,68,0.14,0.32,23,-1,11,8,19,0.33,0.05,4,-0.02,0.03,200,47
PM198,,K50 - D172,HHOLLK50 - VF SILVER BOW D172,,,13,-1,57,90,0.21,0.64,23,0,12,9,19,0.33,0.04,13,0.03,0.01,208,49
PM199,,K50 - D706,HHOLLK50 - DOING RIGHT,,,13,-1.9,45,69,0.15,0.17,25,-3,10,7,20,0.3,0.05,3,-0.16,0.01,200,47
PM200,,K50 - 3036,HHOLLK50 - WOOD EMMETT 3036,,,17,-2.8,45,66,0.13,0.45,22,0,9,10,20,0.23,0.05,2,-0.13,0.02,203,45
PM201,,K50 - 2385,HHOLLK50 - ODOHERTY   2385,,,13,-1.3,52,76,0.15,0.64,23,-2,8,8,19,0.2,0.04,2,-0.18,0,187,46
PM202,,K50 - 8355,HHOLLK50 - FEDDES LIBERATION D108- 8355,,,14,-1.9,52,80,0.18,0.7,24,-2,9,8,20,0.46,0.07,12,-0.13,0.01,208,48
PM203,,K50 - 8269,HHOLLK50 - FEDDES DEFENDER Y17-8269,,,15,-1.8,51,77,0.16,0.83,22,-3,12,8,21,0.45,0.03,0,-0.09,0.01,213,47
PM204,,K04 - D104,HHOLLK04 - VF ACQUISITION D104,,,14,-1.5,44,66,0.13,0.21,19,-3,10,7,16,0.33,0.06,5,-0.02,0.03,166,47
PM205,,K04 - D172,HHOLLK04 - VF SILVER BOW D172,,,12,-0.1,56,88,0.2,0.52,19,-2,12,7,16,0.33,0.05,13,0.03,0.01,175,49
PM206,,K04 - D706,HHOLLK04 - DOING RIGHT,,,12,-1,44,67,0.14,0.06,21,-4,9,6,16,0.3,0.05,3,-0.16,0.01,167,47
PM207,,K04 - 3036,HHOLLK04 - WOOD EMMETT 3036,,,15,-1.9,44,64,0.12,0.33,18,-2,9,9,16,0.23,0.06,3,-0.13,0.01,170,45
PM208,,K04 - 2385,HHOLLK04 - ODOHERTY   2385,,,12,-0.4,51,74,0.14,0.53,20,-4,7,6,16,0.2,0.04,3,-0.18,0,154,46
PM209,,K04 - 8355,HHOLLK04 - FEDDES LIBERATION D108- 8355,,,12,-1,51,78,0.17,0.59,21,-4,8,7,17,0.46,0.08,13,-0.13,0.01,175,48
PM210,,K04 - 8269,HHOLLK04 - FEDDES DEFENDER Y17-8269,,,14,-0.9,51,75,0.15,0.72,19,-4,11,7,17,0.45,0.04,1,-0.09,0.01,180,47
PM211,,K06 - D104,HHOLLK06 - VF ACQUISITION D104,,,15,-2.5,41,61,0.12,0.21,20,-1,11,7,18,0.32,0.05,5,-0.02,0.02,186,46
PM212,,K06 - D172,HHOLLK06 - VF SILVER BOW D172,,,13,-1.1,53,83,0.19,0.53,20,-1,12,8,18,0.32,0.04,13,0.03,0.01,194,48
PM213,,K06 - D706,HHOLLK06 - DOING RIGHT,,,13,-2,41,62,0.13,0.06,22,-3,9,7,19,0.28,0.05,3,-0.16,0.01,186,47
PM214,,K06 - 3036,HHOLLK06 - WOOD EMMETT 3036,,,16,-3,41,59,0.11,0.34,19,-1,9,9,19,0.22,0.05,3,-0.13,0.01,189,45
PM215,,K06 - 2385,HHOLLK06 - ODOHERTY   2385,,,13,-1.5,48,69,0.13,0.53,21,-2,7,7,18,0.19,0.04,3,-0.18,0,173,45
PM216,,K06 - 8355,HHOLLK06 - FEDDES LIBERATION D108- 8355,,,14,-2,48,73,0.16,0.59,22,-3,9,7,19,0.45,0.07,13,-0.13,0,194,47
PM217,,K06 - 8269,HHOLLK06 - FEDDES DEFENDER Y17-8269,,,15,-1.9,47,70,0.14,0.72,20,-3,11,7,19,0.44,0.03,1,-0.09,0.01,199,47
PM218,,K20 - D104,HHOLLK20 - VF ACQUISITION D104,,,14,-2,44,65,0.13,0.26,22,-2,11,7,18,0.31,0.05,4,-0.04,0.02,181,46
PM219,,K20 - D172,HHOLLK20 - VF SILVER BOW D172,,,13,-0.6,56,87,0.19,0.57,22,-1,12,8,17,0.32,0.05,13,0.02,0.01,190,49
PM220,?,K20 - D706,HHOLLK20 - DOING RIGHT,,,13,-1.5,44,66,0.14,0.11,24,-4,9,6,18,0.28,0.05,3,-0.17,0.01,182,47
PM221,,K20 - 3036,HHOLLK20 - WOOD EMMETT 3036,,,16,-2.5,44,63,0.12,0.38,21,-1,9,9,18,0.22,0.06,2,-0.14,0.01,185,45
PM222,,K20 - 2385,HHOLLK20 - ODOHERTY   2385,,,13,-1,50,73,0.14,0.58,23,-3,7,7,18,0.19,0.04,2,-0.19,0,169,45
PM223,,K20 - 8355,HHOLLK20 - FEDDES LIBERATION D108- 8355,,,13,-1.5,51,77,0.17,0.64,23,-3,9,7,19,0.44,0.07,12,-0.14,0,190,48
PM224,,K20 - 8269,HHOLLK20 - FEDDES DEFENDER Y17-8269,,,14,-1.4,50,74,0.15,0.77,22,-3,11,7,19,0.44,0.04,1,-0.1,0.01,195,47
PM225,,K45 - D104,HHOLLK45 - VF ACQUISITION D104,,,14,-1.6,46,67,0.13,0.2,19,-2,11,7,18,0.31,0.05,4,-0.03,0.02,184,47
PM226,,K45 - D172,HHOLLK45 - VF SILVER BOW D172,,,12,-0.3,57,89,0.2,0.52,20,-1,12,8,18,0.32,0.04,13,0.02,0.01,193,49
PM227,,K45 - D706,HHOLLK45 - DOING RIGHT,,,13,-1.2,45,68,0.14,0.06,22,-3,9,6,18,0.28,0.04,3,-0.16,0.01,185,47
PM228,,K45 - 3036,HHOLLK45 - WOOD EMMETT 3036,,,16,-2.1,46,65,0.12,0.33,18,-1,9,9,18,0.22,0.05,2,-0.14,0.01,188,45
PM229,?,K45 - 2385,HHOLLK45 - ODOHERTY   2385,,,12,-0.6,52,75,0.14,0.53,20,-3,7,7,18,0.19,0.04,2,-0.19,0,172,46
PM230,,K45 - 8355,HHOLLK45 - FEDDES LIBERATION D108- 8355,,,13,-1.1,52,79,0.17,0.59,21,-3,9,7,19,0.44,0.07,12,-0.14,0,193,48
PM231,,K45 - 8269,HHOLLK45 - FEDDES DEFENDER Y17-8269,,,14,-1,52,76,0.15,0.71,19,-3,11,7,19,0.44,0.03,1,-0.09,0.01,198,47
PM232,,K38 - D104,HHOLLK38 - VF ACQUISITION D104,,,15,-2.4,44,65,0.13,0.28,19,-1,11,7,17,0.31,0.06,4,-0.05,0.02,179,46
PM233,,K38 - D172,HHOLLK38 - VF SILVER BOW D172,,,13,-1,56,87,0.19,0.6,19,0,12,8,17,0.32,0.05,13,0.01,0.01,187,49
PM234,,K38 - D706,HHOLLK38 - DOING RIGHT,,,13,-2,44,66,0.14,0.13,21,-3,9,7,18,0.28,0.05,3,-0.18,0.01,179,47
PM235,,K38 - 3036,HHOLLK38 - WOOD EMMETT 3036,,,16,-2.9,44,63,0.12,0.41,18,0,9,9,18,0.22,0.06,2,-0.15,0.01,183,45
PM236,,K38 - 2385,HHOLLK38 - ODOHERTY   2385,,,13,-1.4,50,73,0.14,0.61,20,-2,7,7,17,0.19,0.04,2,-0.2,0,166,45
PM237,,K38 - 8355,HHOLLK38 - FEDDES LIBERATION D108- 8355,,,14,-1.9,50,77,0.17,0.67,21,-2,9,7,18,0.44,0.08,12,-0.15,0,187,48
PM238,,K38 - 8269,HHOLLK38 - FEDDES DEFENDER Y17-8269,,,15,-1.8,50,73,0.15,0.79,19,-3,11,7,18,0.44,0.04,0,-0.11,0.01,192,47
PM239,,K11 - D104,HHOLLK11 - VF ACQUISITION D104,,,15,-2.5,42,61,0.12,0.15,20,-2,11,8,18,0.32,0.05,5,-0.02,0.02,182,46
PM240,,K11 - D172,HHOLLK11 - VF SILVER BOW D172,,,13,-1.2,54,83,0.18,0.46,20,-1,12,8,17,0.32,0.04,13,0.03,0.01,191,48
PM241,,K11 - D706,HHOLLK11 - DOING RIGHT,,,14,-2.1,41,62,0.13,0,22,-4,9,7,18,0.28,0.05,3,-0.16,0.01,183,47
PM242,,K11 - 3036,HHOLLK11 - WOOD EMMETT 3036,,,17,-3,42,59,0.11,0.27,19,-1,9,10,18,0.22,0.05,3,-0.13,0.01,186,45
PM243,,K11 - 2385,HHOLLK11 - ODOHERTY   2385,,,13,-1.5,48,69,0.13,0.47,20,-3,7,7,17,0.19,0.04,3,-0.18,0,170,45
PM244,,K11 - 8355,HHOLLK11 - FEDDES LIBERATION D108- 8355,,,14,-2,48,73,0.16,0.53,21,-3,9,7,19,0.45,0.07,13,-0.13,0.01,191,47
PM245,,K11 - 8269,HHOLLK11 - FEDDES DEFENDER Y17-8269,,,15,-2,48,70,0.14,0.66,19,-3,11,8,19,0.44,0.03,1,-0.09,0.01,196,47
PM246,,K16 - D104,HHOLLK16 - VF ACQUISITION D104,,,15,-2.4,46,68,0.14,0.44,20,-2,12,8,19,0.33,0.06,5,-0.02,0.03,196,46
PM247,,K16 - D172,HHOLLK16 - VF SILVER BOW D172,,,13,-1,58,91,0.21,0.76,20,-1,13,9,19,0.33,0.05,14,0.03,0.01,205,49
PM248,,K16 - D706,HHOLLK16 - DOING RIGHT,,,13,-2,46,70,0.15,0.3,22,-4,10,8,19,0.3,0.05,4,-0.16,0.01,197,47
PM249,,K16 - 3036,HHOLLK16 - WOOD EMMETT 3036,,,17,-2.9,46,66,0.13,0.57,19,-1,10,10,19,0.23,0.06,3,-0.13,0.01,200,45
PM250,,K16 - 2385,HHOLLK16 - ODOHERTY   2385,,,13,-1.4,52,77,0.15,0.77,21,-3,8,8,19,0.2,0.04,3,-0.18,0,184,46
PM251,,K16 - 8355,HHOLLK16 - FEDDES LIBERATION D108- 8355,,,14,-1.9,53,81,0.18,0.83,22,-3,9,8,20,0.46,0.08,13,-0.13,0.01,205,48
PM252,,K16 - 8269,HHOLLK16 - FEDDES DEFENDER Y17-8269,,,15,-1.8,52,77,0.16,0.95,20,-3,12,8,20,0.45,0.04,1,-0.09,0.01,210,47
PM253,,L38 - D104,HHOLLL38 - VF ACQUISITION D104,,,14,-1.6,43,65,0.14,0.28,22,-3,12,8,18,0.34,0.05,4,-0.01,0.03,188,47
PM254,,L38 - D172,HHOLLL38 - VF SILVER BOW D172,,,12,-0.2,55,87,0.2,0.59,22,-2,13,8,18,0.35,0.04,13,0.05,0.02,196,49
PM255,,L38 - D706,HHOLLL38 - DOING RIGHT,,,13,-1.1,43,66,0.15,0.13,24,-5,10,7,18,0.31,0.05,3,-0.14,0.01,188,47
PM256,,L38 - 3036,HHOLLL38 - WOOD EMMETT 3036,,,16,-2.1,43,63,0.12,0.41,21,-2,10,10,19,0.25,0.06,2,-0.11,0.02,191,45
PM257,,L38 - 2385,HHOLLL38 - ODOHERTY   2385,,,12,-0.6,49,73,0.15,0.6,22,-4,8,7,18,0.22,0.04,2,-0.16,0.01,175,46
PM258,,L38 - 8355,HHOLLL38 - FEDDES LIBERATION D108- 8355,,,13,-1.1,50,77,0.17,0.66,23,-4,9,7,19,0.48,0.07,12,-0.11,0.01,196,48
PM259,,L38 - 8269,HHOLLL38 - FEDDES DEFENDER Y17-8269,,,14,-1,49,74,0.15,0.79,21,-4,12,8,19,0.46,0.04,1,-0.07,0.02,201,47
PM260,,L65 - D104,HHOLLL65 - VF ACQUISITION D104,,,15,-2,50,75,0.15,0.35,19,-3,12,8,18,0.34,0.06,4,-0.03,0.03,190,47
PM261,,L65 - D172,HHOLLL65 - VF SILVER BOW D172,,,13,-0.7,62,97,0.22,0.67,19,-2,13,8,17,0.35,0.05,13,0.02,0.02,199,50
PM262,,L65 - D706,HHOLLL65 - DOING RIGHT,,,13,-1.6,50,76,0.16,0.21,21,-5,10,7,18,0.31,0.05,2,-0.16,0.01,191,48
PM263,,L65 - 3036,HHOLLL65 - WOOD EMMETT 3036,,,16,-2.5,50,73,0.14,0.48,18,-2,10,10,18,0.25,0.06,2,-0.14,0.02,194,46
PM264,,L65 - 2385,HHOLLL65 - ODOHERTY   2385,,,13,-1,57,83,0.16,0.68,20,-4,8,8,17,0.22,0.05,2,-0.19,0.01,178,47
PM265,,L65 - 8355,HHOLLL65 - FEDDES LIBERATION D108- 8355,,,14,-1.6,57,87,0.19,0.74,20,-4,9,8,19,0.48,0.08,12,-0.14,0.01,199,49
PM266,,L65 - 8269,HHOLLL65 - FEDDES DEFENDER Y17-8269,,,15,-1.5,56,84,0.17,0.86,18,-4,12,8,19,0.46,0.04,0,-0.09,0.02,204,48
PM267,,L18 - D104,HHOLLL18 - VF ACQUISITION D104,,,13,-1.1,47,71,0.15,0.35,21,-2,12,7,19,0.35,0.07,4,-0.06,0.03,198,47
PM268,,L18 - D172,HHOLLL18 - VF SILVER BOW D172,,,11,0.2,59,93,0.21,0.67,21,-1,13,7,19,0.35,0.06,13,-0.01,0.02,206,49
PM269,,L18 - D706,HHOLLL18 - DOING RIGHT,,,12,-0.6,47,72,0.16,0.21,23,-4,11,6,20,0.31,0.06,2,-0.19,0.01,198,48
PM270,,L18 - 3036,HHOLLL18 - WOOD EMMETT 3036,,,15,-1.6,47,69,0.14,0.48,20,-1,10,9,20,0.25,0.07,2,-0.17,0.02,201,46
PM271,,L18 - 2385,HHOLLL18 - ODOHERTY   2385,,,11,-0.1,54,79,0.16,0.68,22,-3,9,6,19,0.22,0.06,2,-0.22,0.01,185,46
PM272,,L18 - 8355,HHOLLL18 - FEDDES LIBERATION D108- 8355,,,12,-0.6,54,84,0.19,0.74,22,-3,10,7,20,0.48,0.09,12,-0.17,0.01,206,48
PM273,,L18 - 8269,HHOLLL18 - FEDDES DEFENDER Y17-8269,,,13,-0.5,53,80,0.17,0.86,21,-3,13,7,21,0.47,0.05,0,-0.12,0.02,211,48
PM274,,L50 - D104,HHOLLL50 - VF ACQUISITION D104,,,14,-1.7,48,73,0.15,0.39,24,-1,12,7,19,0.32,0.06,4,-0.04,0.03,198,47
PM275,,L50 - D172,HHOLLL50 - VF SILVER BOW D172,,,12,-0.3,60,95,0.22,0.71,24,0,13,8,19,0.33,0.05,13,0.02,0.01,206,49
PM276,,L50 - D706,HHOLLL50 - DOING RIGHT,,,12,-1.2,48,74,0.16,0.25,26,-3,11,7,20,0.29,0.05,3,-0.17,0.01,198,48
PM277,,L50 - 3036,HHOLLL50 - WOOD EMMETT 3036,,,15,-2.2,48,71,0.14,0.52,23,0,10,9,20,0.23,0.06,3,-0.14,0.02,201,46
PM278,,L50 - 2385,HHOLLL50 - ODOHERTY   2385,,,12,-0.6,55,81,0.16,0.72,25,-2,8,7,19,0.19,0.05,2,-0.19,0,185,46
PM279,,L50 - 8355,HHOLLL50 - FEDDES LIBERATION D108- 8355,,,13,-1.2,55,85,0.19,0.78,25,-2,10,7,20,0.46,0.08,12,-0.14,0.01,206,48
PM280,,L50 - 8269,HHOLLL50 - FEDDES DEFENDER Y17-8269,,,14,-1.1,55,82,0.17,0.91,24,-2,13,7,20,0.44,0.04,1,-0.1,0.01,211,48
PM281,,L04 - D104,HHOLLL04 - VF ACQUISITION D104,,,15,-2.3,45,66,0.14,0.31,19,-2,12,8,19,0.33,0.05,4,-0.03,0.03,195,46
PM282,,L04 - D172,HHOLLL04 - VF SILVER BOW D172,,,13,-1,57,89,0.2,0.62,19,-1,13,8,18,0.33,0.05,13,0.02,0.01,203,49
