RAAA#,Sex,AnimalID,Name,DOB,BrdCds,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HG,GM
PM283,,L04 - D706,HHOLLL04 - DOING RIGHT,,,13,-1.9,44,68,0.15,0.16,21,-4,10,7,19,0.3,0.05,2,-0.16,0.01,195,47
PM284,,L04 - 3036,HHOLLL04 - WOOD EMMETT 3036,,,16,-2.8,45,64,0.12,0.44,18,-1,10,10,19,0.23,0.06,2,-0.14,0.02,198,45
PM285,,L04 - 2385,HHOLLL04 - ODOHERTY   2385,,,13,-1.3,51,75,0.15,0.63,20,-3,8,8,19,0.2,0.04,2,-0.19,0,182,46
PM286,,L04 - 8355,HHOLLL04 - FEDDES LIBERATION D108- 8355,,,14,-1.9,51,79,0.17,0.69,21,-3,10,8,20,0.46,0.07,12,-0.14,0.01,203,48
PM287,,L04 - 8269,HHOLLL04 - FEDDES DEFENDER Y17-8269,,,15,-1.8,51,75,0.15,0.82,19,-4,12,8,20,0.45,0.04,0,-0.09,0.01,208,47
PM288,,L53 - D104,HHOLLL53 - VF ACQUISITION D104,,,12,0.1,53,78,0.16,0.29,20,-2,12,6,19,0.33,0.05,4,-0.03,0.03,199,48
PM289,,L53 - D172,HHOLLL53 - VF SILVER BOW D172,,,11,1.5,65,100,0.22,0.6,20,-1,13,7,19,0.33,0.04,12,0.02,0.01,208,50
PM290,,L53 - D706,HHOLLL53 - DOING RIGHT,,,11,0.6,52,80,0.17,0.14,22,-4,10,6,20,0.3,0.05,2,-0.16,0.01,200,49
PM291,,L53 - 3036,HHOLLL53 - WOOD EMMETT 3036,,,14,-0.4,53,76,0.15,0.41,19,-1,10,8,20,0.23,0.05,2,-0.14,0.01,203,47
PM292,,L53 - 2385,HHOLLL53 - ODOHERTY   2385,,,11,1.2,59,86,0.17,0.61,21,-3,8,6,19,0.2,0.04,2,-0.19,0,187,47
PM293,,L53 - 8355,HHOLLL53 - FEDDES LIBERATION D108- 8355,,,11,0.6,59,91,0.2,0.67,21,-3,10,6,20,0.46,0.07,12,-0.14,0.01,208,49
PM294,,L53 - 8269,HHOLLL53 - FEDDES DEFENDER Y17-8269,,,12,0.7,59,87,0.18,0.8,20,-3,12,7,21,0.45,0.03,0,-0.09,0.01,213,49
PM295,,L37 - D104,HHOLLL37 - VF ACQUISITION D104,,,14,-1.2,48,72,0.15,0.39,21,-2,11,7,20,0.33,0.06,4,-0.04,0.03,203,47
PM296,,L37 - D172,HHOLLL37 - VF SILVER BOW D172,,,12,0.1,60,94,0.21,0.7,21,-1,12,8,20,0.33,0.05,12,0.02,0.01,211,49
PM297,,L37 - D706,HHOLLL37 - DOING RIGHT,,,12,-0.8,47,73,0.16,0.24,23,-3,10,7,20,0.3,0.05,2,-0.17,0.01,204,48
PM298,,L37 - 3036,HHOLLL37 - WOOD EMMETT 3036,,,15,-1.7,48,70,0.14,0.51,20,-1,9,9,21,0.23,0.06,2,-0.14,0.01,207,46
PM299,,L37 - 2385,HHOLLL37 - ODOHERTY   2385,,,12,-0.2,54,80,0.16,0.71,22,-3,8,7,20,0.2,0.04,2,-0.19,0,191,46
PM300,,L37 - 8355,HHOLLL37 - FEDDES LIBERATION D108- 8355,,,12,-0.8,54,84,0.19,0.77,23,-3,9,7,21,0.46,0.08,12,-0.14,0.01,212,48
PM301,,L37 - 8269,HHOLLL37 - FEDDES DEFENDER Y17-8269,,,14,-0.6,54,81,0.17,0.9,21,-3,12,8,21,0.45,0.04,0,-0.1,0.01,217,48
PM302,,L27 - D104,HHOLLL27 - VF ACQUISITION D104,,,15,-2.9,46,70,0.15,0.4,27,-2,12,8,18,0.34,0.06,5,-0.02,0.03,194,47
PM303,,L27 - D172,HHOLLL27 - VF SILVER BOW D172,,,13,-1.5,58,92,0.21,0.71,27,-1,13,8,18,0.34,0.05,13,0.03,0.02,202,49
PM304,,L27 - D706,HHOLLL27 - DOING RIGHT,,,14,-2.4,46,71,0.16,0.25,29,-4,11,7,19,0.3,0.05,3,-0.15,0.01,194,47
PM305,,L27 - 3036,HHOLLL27 - WOOD EMMETT 3036,,,17,-3.4,46,68,0.14,0.53,26,-1,10,10,19,0.24,0.06,3,-0.12,0.02,197,45
PM306,,L27 - 2385,HHOLLL27 - ODOHERTY   2385,,,13,-1.8,53,78,0.16,0.72,28,-3,8,8,18,0.2,0.04,3,-0.18,0,181,46
PM307,,L27 - 8355,HHOLLL27 - FEDDES LIBERATION D108- 8355,,,14,-2.4,53,82,0.19,0.78,28,-3,10,8,19,0.47,0.08,13,-0.12,0.01,202,48
PM308,,L27 - 8269,HHOLLL27 - FEDDES DEFENDER Y17-8269,,,15,-2.3,52,79,0.17,0.91,27,-3,13,8,20,0.45,0.04,1,-0.09,0.02,207,47
PM309,,L10 - D104,HHOLLL10 - VF ACQUISITION D104,,,14,-1.5,46,68,0.14,0.27,18,-2,12,7,19,0.34,0.06,3,-0.05,0.03,194,47
PM310,,L10 - D172,HHOLLL10 - VF SILVER BOW D172,,,12,-0.1,58,90,0.2,0.59,18,-2,13,8,19,0.34,0.05,12,0.01,0.02,203,49
PM311,,L10 - D706,HHOLLL10 - DOING RIGHT,,,13,-1,45,69,0.15,0.12,20,-4,10,7,19,0.3,0.05,2,-0.18,0.01,195,47
PM312,,L10 - 3036,HHOLLL10 - WOOD EMMETT 3036,,,16,-1.9,46,66,0.12,0.4,17,-2,10,9,19,0.24,0.06,1,-0.15,0.02,198,45
PM313,?,L10 - 2385,HHOLLL10 - ODOHERTY   2385,,,12,-0.4,52,76,0.15,0.59,19,-4,8,7,19,0.2,0.05,1,-0.2,0,182,46
PM314,,L10 - 8355,HHOLLL10 - FEDDES LIBERATION D108- 8355,,,13,-1,52,80,0.17,0.66,20,-4,9,7,20,0.47,0.08,11,-0.15,0.01,203,48
PM315,,L10 - 8269,HHOLLL10 - FEDDES DEFENDER Y17-8269,,,14,-0.9,52,76,0.16,0.78,18,-4,12,7,20,0.45,0.04,0,-0.11,0.02,208,47
PM316,,L07 - D104,HHOLLL07 - VF ACQUISITION D104,,,14,-1.5,46,69,0.14,0.31,23,-2,12,7,19,0.32,0.06,4,-0.04,0.03,197,47
PM317,,L07 - D172,HHOLLL07 - VF SILVER BOW D172,,,12,-0.1,58,91,0.21,0.63,23,-1,13,8,19,0.33,0.05,12,0.02,0.01,205,49
PM318,,L07 - D706,HHOLLL07 - DOING RIGHT,,,12,-1,46,71,0.15,0.16,25,-4,10,6,20,0.29,0.05,2,-0.17,0.01,197,47
PM319,,L07 - 3036,HHOLLL07 - WOOD EMMETT 3036,,,16,-1.9,46,67,0.13,0.44,21,-1,10,9,20,0.23,0.06,2,-0.14,0.02,200,45
PM320,,L07 - 2385,HHOLLL07 - ODOHERTY   2385,,,12,-0.4,53,77,0.15,0.64,23,-3,8,7,19,0.19,0.05,2,-0.19,0,184,46
PM321,,L07 - 8355,HHOLLL07 - FEDDES LIBERATION D108- 8355,,,13,-1,53,82,0.18,0.7,24,-3,10,7,20,0.46,0.08,12,-0.14,0.01,205,48
PM322,,L07 - 8269,HHOLLL07 - FEDDES DEFENDER Y17-8269,,,14,-0.9,52,78,0.16,0.82,22,-4,12,7,20,0.44,0.04,0,-0.1,0.01,210,47
PM323,,L35 - D104,HHOLLL35 - VF ACQUISITION D104,,,14,-1.9,42,63,0.13,0.27,24,-3,11,7,17,0.32,0.05,5,-0.02,0.02,175,46
PM324,,L35 - D172,HHOLLL35 - VF SILVER BOW D172,,,12,-0.5,54,85,0.19,0.59,24,-2,12,8,17,0.33,0.04,13,0.03,0.01,184,49
PM325,,L35 - D706,HHOLLL35 - DOING RIGHT,,,13,-1.4,42,64,0.14,0.12,26,-4,9,7,17,0.29,0.05,3,-0.15,0.01,176,47
PM326,,L35 - 3036,HHOLLL35 - WOOD EMMETT 3036,,,16,-2.3,42,61,0.12,0.4,23,-2,9,9,18,0.23,0.05,3,-0.12,0.01,179,45
PM327,,L35 - 2385,HHOLLL35 - ODOHERTY   2385,,,12,-0.8,49,71,0.14,0.59,24,-4,7,7,17,0.19,0.04,3,-0.18,0,163,45
PM328,,L35 - 8355,HHOLLL35 - FEDDES LIBERATION D108- 8355,,,13,-1.4,49,75,0.17,0.66,25,-4,9,7,18,0.46,0.07,13,-0.12,0.01,184,48
PM329,,L35 - 8269,HHOLLL35 - FEDDES DEFENDER Y17-8269,,,14,-1.2,49,72,0.15,0.78,23,-4,11,7,18,0.44,0.03,1,-0.09,0.01,189,47
PM330,,L47 - D104,HHOLLL47 - VF ACQUISITION D104,,,15,-2.3,44,67,0.14,0.31,22,-3,11,8,18,0.34,0.05,4,-0.02,0.03,189,47
PM331,,L47 - D172,HHOLLL47 - VF SILVER BOW D172,,,13,-1,56,89,0.21,0.62,22,-2,12,8,18,0.34,0.04,13,0.04,0.02,198,49
PM332,,L47 - D706,HHOLLL47 - DOING RIGHT,,,13,-1.9,44,68,0.15,0.16,24,-5,10,7,18,0.3,0.05,2,-0.15,0.01,190,47
PM333,,L47 - 3036,HHOLLL47 - WOOD EMMETT 3036,,,16,-2.8,44,65,0.13,0.43,21,-2,9,10,19,0.24,0.05,2,-0.12,0.02,193,45
PM334,,L47 - 2385,HHOLLL47 - ODOHERTY   2385,,,13,-1.3,50,75,0.15,0.63,23,-4,8,7,18,0.2,0.04,2,-0.17,0,177,46
PM335,,L47 - 8355,HHOLLL47 - FEDDES LIBERATION D108- 8355,,,14,-1.9,51,79,0.18,0.69,24,-4,9,8,19,0.47,0.07,12,-0.12,0.01,198,48
PM336,,L47 - 8269,HHOLLL47 - FEDDES DEFENDER Y17-8269,,,15,-1.8,50,76,0.16,0.82,22,-4,12,8,19,0.45,0.03,0,-0.08,0.02,203,47
PM337,,L15 - D104,HHOLLL15 - VF ACQUISITION D104,,,15,-2.4,46,67,0.13,0.36,18,-2,11,7,18,0.32,0.05,5,-0.02,0.02,189,46
PM338,,L15 - D172,HHOLLL15 - VF SILVER BOW D172,,,13,-1,58,89,0.2,0.67,18,-1,12,8,18,0.32,0.04,13,0.03,0.01,198,49
PM339,,L15 - D706,HHOLLL15 - DOING RIGHT,,,13,-2,46,69,0.14,0.21,20,-3,9,7,19,0.28,0.05,3,-0.16,0.01,190,47
PM340,,L15 - 3036,HHOLLL15 - WOOD EMMETT 3036,,,16,-2.9,46,65,0.12,0.48,17,-1,9,9,19,0.22,0.05,3,-0.13,0.01,193,45
PM341,,L15 - 2385,HHOLLL15 - ODOHERTY   2385,,,13,-1.4,52,75,0.14,0.68,19,-3,7,7,18,0.19,0.04,3,-0.18,0,177,45
PM342,,L15 - 8355,HHOLLL15 - FEDDES LIBERATION D108- 8355,,,14,-1.9,52,80,0.17,0.74,19,-3,9,7,19,0.45,0.07,13,-0.13,0,198,48
PM343,,L15 - 8269,HHOLLL15 - FEDDES DEFENDER Y17-8269,,,15,-1.8,52,76,0.15,0.87,17,-3,11,7,20,0.44,0.03,1,-0.09,0.01,203,47
PM344,,L05 - D104,HHOLLL05 - VF ACQUISITION D104,,,16,-3.2,46,67,0.13,0.31,22,-1,11,8,17,0.31,0.06,4,-0.05,0.02,184,46
PM345,,L05 - D172,HHOLLL05 - VF SILVER BOW D172,,,14,-1.9,58,89,0.2,0.62,22,-1,12,9,17,0.32,0.05,13,0.01,0.01,193,49
PM346,,L05 - D706,HHOLLL05 - DOING RIGHT,,,15,-2.8,45,68,0.14,0.16,24,-3,9,7,18,0.28,0.05,2,-0.18,0.01,185,47
PM347,,L05 - 3036,HHOLLL05 - WOOD EMMETT 3036,,,18,-3.7,46,65,0.12,0.44,21,-1,9,10,18,0.22,0.06,2,-0.16,0.01,188,45
PM348,,L05 - 2385,HHOLLL05 - ODOHERTY   2385,,,14,-2.2,52,75,0.14,0.63,23,-2,7,8,17,0.19,0.04,2,-0.2,0,172,45
PM349,,L05 - 8355,HHOLLL05 - FEDDES LIBERATION D108- 8355,,,15,-2.7,52,79,0.17,0.69,23,-3,9,8,18,0.44,0.08,12,-0.16,0,193,48
PM350,,L05 - 8269,HHOLLL05 - FEDDES DEFENDER Y17-8269,,,16,-2.6,52,76,0.15,0.82,22,-3,11,8,19,0.44,0.04,0,-0.11,0.01,198,47
PM351,,L44 - D104,HHOLLL44 - VF ACQUISITION D104,,,14,-2,50,75,0.16,0.48,24,-2,12,8,19,0.33,0.06,5,-0.02,0.03,199,47
PM352,,L44 - D172,HHOLLL44 - VF SILVER BOW D172,,,13,-0.6,62,97,0.22,0.8,24,-1,13,9,19,0.33,0.05,14,0.03,0.01,208,49
PM353,,L44 - D706,HHOLLL44 - DOING RIGHT,,,13,-1.5,49,76,0.17,0.33,26,-4,10,7,19,0.3,0.05,4,-0.16,0.01,200,48
PM354,,L44 - 3036,HHOLLL44 - WOOD EMMETT 3036,,,16,-2.4,50,73,0.14,0.61,23,-1,10,10,20,0.23,0.06,3,-0.13,0.01,203,46
PM355,,L44 - 2385,HHOLLL44 - ODOHERTY   2385,,,13,-0.9,56,83,0.17,0.8,25,-3,8,8,19,0.2,0.04,3,-0.18,0,187,46
PM356,,L44 - 8355,HHOLLL44 - FEDDES LIBERATION D108- 8355,,,13,-1.5,56,87,0.19,0.86,26,-3,9,8,20,0.46,0.08,13,-0.13,0.01,208,48
PM357,,L44 - 8269,HHOLLL44 - FEDDES DEFENDER Y17-8269,,,14,-1.4,56,84,0.17,0.99,24,-3,12,8,20,0.45,0.04,1,-0.09,0.01,213,48
PM358,,M01 - D104,HHOLLM01 - VF ACQUISITION D104,,,14,-1.8,45,64,0.12,0.32,20,-2,11,7,18,0.32,0.04,4,0.02,0.02,183,46
PM359,,M01 - D172,HHOLLM01 - VF SILVER BOW D172,,,12,-0.4,57,87,0.19,0.64,20,-1,12,7,18,0.33,0.03,12,0.07,0.01,192,48
PM360,,M01 - D706,HHOLLM01 - DOING RIGHT,,,12,-1.3,44,66,0.13,0.18,22,-4,9,6,19,0.29,0.03,2,-0.12,0.01,184,47
PM361,,M01 - 3036,HHOLLM01 - WOOD EMMETT 3036,,,16,-2.2,45,62,0.11,0.45,19,-1,9,9,19,0.23,0.04,2,-0.09,0.01,187,45
PM362,?,M01 - 2385,HHOLLM01 - ODOHERTY   2385,,,12,-0.7,51,72,0.13,0.65,21,-3,7,6,18,0.19,0.02,2,-0.14,0,171,45
PM363,,M01 - 8355,HHOLLM01 - FEDDES LIBERATION D108- 8355,,,13,-1.2,51,77,0.16,0.71,21,-3,9,6,19,0.46,0.06,12,-0.09,0.01,192,47
PM364,,M01 - 8269,HHOLLM01 - FEDDES DEFENDER Y17-8269,,,14,-1.1,51,73,0.14,0.83,20,-3,11,7,19,0.44,0.02,0,-0.05,0.01,197,47
PM365,,M31 - D104,HHOLLM31 - VF ACQUISITION D104,,,13,-0.6,50,75,0.16,0.35,21,-2,11,6,20,0.33,0.06,4,-0.04,0.03,202,47
PM366,,M31 - D172,HHOLLM31 - VF SILVER BOW D172,,,11,0.8,62,97,0.22,0.67,21,-1,12,7,20,0.33,0.05,12,0.02,0.01,211,50
PM367,,M31 - D706,HHOLLM31 - DOING RIGHT,,,11,-0.1,50,76,0.17,0.2,23,-3,10,6,20,0.3,0.05,2,-0.17,0.01,203,48
PM368,,M31 - 3036,HHOLLM31 - WOOD EMMETT 3036,,,14,-1.1,50,73,0.14,0.48,20,-1,9,8,21,0.23,0.06,2,-0.14,0.01,206,46
PM369,,M31 - 2385,HHOLLM31 - ODOHERTY   2385,,,11,0.4,56,83,0.17,0.68,21,-3,8,6,20,0.2,0.04,2,-0.19,0,190,47
PM370,,M31 - 8355,HHOLLM31 - FEDDES LIBERATION D108- 8355,,,11,-0.1,56,88,0.19,0.74,22,-3,9,6,21,0.46,0.08,12,-0.14,0.01,211,49
PM371,,M31 - 8269,HHOLLM31 - FEDDES DEFENDER Y17-8269,,,13,0,56,84,0.17,0.86,20,-3,12,7,21,0.45,0.04,0,-0.1,0.01,216,48
PM372,,M25 - D104,HHOLLM25 - VF ACQUISITION D104,,,13,-1.4,47,70,0.14,0.29,19,-2,12,6,19,0.33,0.06,4,-0.04,0.03,194,47
PM373,,M25 - D172,HHOLLM25 - VF SILVER BOW D172,,,11,-0.1,59,92,0.21,0.6,19,-1,13,6,19,0.33,0.05,13,0.02,0.02,202,49
PM374,,M25 - D706,HHOLLM25 - DOING RIGHT,,,12,-0.9,47,71,0.15,0.14,21,-4,10,5,20,0.3,0.06,3,-0.17,0.01,194,47
PM375,,M25 - 3036,HHOLLM25 - WOOD EMMETT 3036,,,15,-1.9,47,68,0.13,0.41,18,-1,10,8,20,0.23,0.07,2,-0.14,0.02,197,45
PM376,,M25 - 2385,HHOLLM25 - ODOHERTY   2385,,,11,-0.4,54,78,0.15,0.61,19,-3,8,6,19,0.2,0.05,2,-0.19,0.01,181,46
PM377,,M25 - 8355,HHOLLM25 - FEDDES LIBERATION D108- 8355,,,12,-0.9,54,82,0.18,0.67,20,-3,10,6,20,0.46,0.08,12,-0.14,0.01,202,48
PM378,,M25 - 8269,HHOLLM25 - FEDDES DEFENDER Y17-8269,,,13,-0.8,53,79,0.16,0.8,18,-3,12,6,20,0.45,0.05,0,-0.1,0.02,207,47
PM379,,M05 - D104,HHOLLM05 - VF ACQUISITION D104,,,14,-2,48,71,0.15,0.49,21,-3,12,7,17,0.32,0.06,5,-0.02,0.03,182,46
PM380,,M05 - D172,HHOLLM05 - VF SILVER BOW D172,,,12,-0.6,60,93,0.21,0.81,21,-2,13,7,17,0.33,0.05,14,0.03,0.01,191,49
PM381,,M05 - D706,HHOLLM05 - DOING RIGHT,,,13,-1.5,48,72,0.16,0.35,23,-5,10,6,18,0.29,0.05,4,-0.15,0.01,183,47
PM382,,M05 - 3036,HHOLLM05 - WOOD EMMETT 3036,,,16,-2.5,48,69,0.13,0.62,20,-3,10,9,18,0.23,0.06,3,-0.12,0.02,186,45
PM383,,M05 - 2385,HHOLLM05 - ODOHERTY   2385,,,12,-1,54,79,0.16,0.82,22,-4,8,7,17,0.19,0.04,3,-0.18,0,170,46
PM384,,M05 - 8355,HHOLLM05 - FEDDES LIBERATION D108- 8355,,,13,-1.5,54,84,0.18,0.88,22,-4,10,7,19,0.46,0.08,13,-0.12,0.01,191,48
PM385,,M05 - 8269,HHOLLM05 - FEDDES DEFENDER Y17-8269,,,14,-1.4,54,80,0.16,1,21,-5,12,7,19,0.44,0.04,2,-0.09,0.01,196,47
PM386,,N58 - D104,HHOLLN58 - VF ACQUISITION D104,,,14,-2,48,71,0.15,0.42,21,-2,12,6,20,0.34,0.06,4,-0.03,0.03,204,47
PM387,,N58 - D172,HHOLLN58 - VF SILVER BOW D172,,,12,-0.7,60,94,0.21,0.74,22,-1,13,7,20,0.34,0.05,13,0.02,0.01,212,49
PM388,?,N58 - D706,HHOLLN58 - DOING RIGHT,,,13,-1.6,48,73,0.16,0.27,23,-4,11,6,21,0.3,0.05,2,-0.16,0.01,205,47
PM389,,N58 - 3036,HHOLLN58 - WOOD EMMETT 3036,,,16,-2.5,48,69,0.13,0.55,20,-1,10,8,21,0.24,0.06,2,-0.14,0.02,208,45
PM390,,N58 - 2385,HHOLLN58 - ODOHERTY   2385,,,12,-1,54,79,0.16,0.74,22,-3,8,6,20,0.2,0.04,2,-0.19,0,192,46
PM391,,N58 - 8355,HHOLLN58 - FEDDES LIBERATION D108- 8355,,,13,-1.6,54,84,0.18,0.8,23,-3,10,6,21,0.47,0.08,12,-0.14,0.01,212,48
PM392,,N58 - 8269,HHOLLN58 - FEDDES DEFENDER Y17-8269,,,14,-1.5,54,80,0.16,0.93,21,-3,12,7,21,0.45,0.04,0,-0.09,0.01,218,47
PM393,,N27 - D104,HHOLLN27 - VF ACQUISITION D104,,,16,-2.9,44,64,0.13,0.27,21,-2,12,9,19,0.34,0.06,4,-0.03,0.03,204,46
PM394,,N27 - D172,HHOLLN27 - VF SILVER BOW D172,,,14,-1.5,56,86,0.19,0.58,21,-2,13,9,19,0.34,0.05,13,0.02,0.02,212,49
PM395,,N27 - D706,HHOLLN27 - DOING RIGHT,,,15,-2.4,43,66,0.14,0.12,23,-4,10,8,20,0.3,0.05,3,-0.16,0.01,205,47
PM396,,N27 - 3036,HHOLLN27 - WOOD EMMETT 3036,,,18,-3.4,44,62,0.12,0.39,19,-2,10,11,20,0.24,0.06,2,-0.14,0.02,208,45
PM397,,N27 - 2385,HHOLLN27 - ODOHERTY   2385,,,14,-1.8,50,72,0.14,0.59,21,-3,8,9,19,0.2,0.04,2,-0.19,0,192,45
PM398,,N27 - 8355,HHOLLN27 - FEDDES LIBERATION D108- 8355,,,15,-2.4,50,77,0.17,0.65,22,-4,10,9,21,0.47,0.08,12,-0.14,0.01,213,48
PM399,,N27 - 8269,HHOLLN27 - FEDDES DEFENDER Y17-8269,,,16,-2.3,50,73,0.15,0.78,20,-4,12,9,21,0.45,0.04,0,-0.09,0.02,218,47
PM400,,N56 - D104,HHOLLN56 - VF ACQUISITION D104,,,13,-0.6,51,77,0.16,0.41,23,-1,11,6,20,0.33,0.06,4,-0.04,0.03,202,48
PM401,,N56 - D172,HHOLLN56 - VF SILVER BOW D172,,,11,0.8,63,99,0.23,0.73,23,-1,12,7,20,0.33,0.05,12,0.02,0.01,211,50
PM402,,N56 - D706,HHOLLN56 - DOING RIGHT,,,11,-0.1,50,78,0.17,0.27,25,-3,10,6,21,0.3,0.05,2,-0.17,0.01,203,48
PM403,,N56 - 3036,HHOLLN56 - WOOD EMMETT 3036,,,14,-1,51,75,0.15,0.54,22,-1,9,8,21,0.23,0.06,2,-0.14,0.01,206,46
PM404,,N56 - 2385,HHOLLN56 - ODOHERTY   2385,,,11,0.5,57,85,0.17,0.74,24,-3,8,6,20,0.2,0.04,2,-0.19,0,190,47
PM405,,N56 - 8355,HHOLLN56 - FEDDES LIBERATION D108- 8355,,,11,-0.1,57,89,0.2,0.8,25,-3,9,6,21,0.46,0.08,12,-0.14,0.01,211,49
PM406,,N56 - 8269,HHOLLN56 - FEDDES DEFENDER Y17-8269,,,12,0,57,85,0.18,0.92,23,-3,12,6,21,0.45,0.04,0,-0.1,0.01,216,48
PM407,,N24 - D104,HHOLLN24 - VF ACQUISITION D104,,,14,-2,46,69,0.14,0.29,20,-2,11,7,19,0.33,0.05,4,-0.03,0.03,196,47
PM408,,N24 - D172,HHOLLN24 - VF SILVER BOW D172,,,12,-0.6,58,91,0.21,0.61,20,-1,12,7,19,0.33,0.05,12,0.02,0.01,205,49
PM409,,N24 - D706,HHOLLN24 - DOING RIGHT,,,12,-1.5,46,70,0.15,0.14,22,-4,10,6,20,0.3,0.05,2,-0.16,0.01,197,48
PM410,,N24 - 3036,HHOLLN24 - WOOD EMMETT 3036,,,16,-2.4,46,67,0.13,0.42,19,-1,9,9,20,0.23,0.06,2,-0.14,0.02,200,45
PM411,,N24 - 2385,HHOLLN24 - ODOHERTY   2385,,,12,-0.9,52,77,0.15,0.62,21,-3,7,6,19,0.2,0.04,2,-0.19,0,184,46
PM412,,N24 - 8355,HHOLLN24 - FEDDES LIBERATION D108- 8355,,,13,-1.5,53,81,0.18,0.68,22,-3,9,6,20,0.46,0.07,12,-0.14,0.01,205,48
PM413,,N24 - 8269,HHOLLN24 - FEDDES DEFENDER Y17-8269,,,14,-1.4,52,78,0.16,0.8,20,-3,12,7,21,0.45,0.04,0,-0.09,0.01,210,47
PM414,,N54 - D104,HHOLLN54 - VF ACQUISITION D104,,,15,-1.5,49,74,0.15,0.38,18,-2,12,9,19,0.33,0.05,5,0,0.03,200,47
PM415,,N54 - D172,HHOLLN54 - VF SILVER BOW D172,,,13,-0.2,61,96,0.22,0.7,19,-1,13,9,19,0.33,0.04,13,0.05,0.01,208,50
PM416,,N54 - D706,HHOLLN54 - DOING RIGHT,,,13,-1,49,76,0.17,0.23,21,-4,10,8,19,0.3,0.04,3,-0.14,0.01,200,48
PM417,,N54 - 3036,HHOLLN54 - WOOD EMMETT 3036,,,16,-2,49,72,0.14,0.51,17,-1,10,11,19,0.23,0.05,3,-0.11,0.01,203,46
PM418,,N54 - 2385,HHOLLN54 - ODOHERTY   2385,,,13,-0.5,56,82,0.16,0.71,19,-3,8,8,19,0.2,0.04,3,-0.16,0,187,46
PM419,,N54 - 8355,HHOLLN54 - FEDDES LIBERATION D108- 8355,,,13,-1,56,87,0.19,0.77,20,-3,10,9,20,0.46,0.07,13,-0.11,0.01,208,49
PM420,,N54 - 8269,HHOLLN54 - FEDDES DEFENDER Y17-8269,,,15,-0.9,55,83,0.17,0.89,18,-3,12,9,20,0.45,0.03,1,-0.07,0.01,213,48
PM421,,N46 - D104,HHOLLN46 - VF ACQUISITION D104,,,17,-4,47,71,0.15,0.48,21,-3,11,8,17,0.32,0.05,5,-0.01,0.03,182,47
PM422,,N46 - D172,HHOLLN46 - VF SILVER BOW D172,,,15,-2.7,59,93,0.21,0.8,21,-2,12,9,16,0.33,0.04,14,0.05,0.01,190,49
PM423,,N46 - D706,HHOLLN46 - DOING RIGHT,,,15,-3.6,47,72,0.16,0.33,23,-5,10,8,17,0.29,0.05,4,-0.14,0.01,182,47
