RAAA#,Sex,AnimalID,Name,DOB,BrdCds,CED,BW,WW,YW,ADG,DMI,Milk,ME,HPG,CEM,STAY,Marb,YG,CW,REA,FAT,HG,GM
PM715,,E40 - D104,E40 - VF ACQUISITION D104,,,15,-2.4,52,77,0.16,0.62,20,-2,11,8,16,0.33,0.07,5,-0.04,0.03,176,47
PM716,,E40 - D172,E40 - VF SILVER BOW D172,,,13,-1,64,99,0.22,0.94,21,-2,12,8,16,0.33,0.06,13,0.02,0.02,184,49
PM717,,E40 - D706,E40 - DOING RIGHT,,,13,-2,51,78,0.17,0.48,22,-4,9,7,17,0.3,0.06,3,-0.17,0.01,177,47
PM718,,E40 - 3036,E40 - WOOD EMMETT 3036,,,17,-2.9,52,75,0.15,0.75,19,-2,9,10,17,0.23,0.07,3,-0.14,0.02,180,45
PM719,,E40 - 2385,E40 - ODOHERTY   2385,,,13,-1.4,58,85,0.17,0.95,21,-3,7,8,16,0.2,0.05,3,-0.19,0,164,46
PM720,,E40 - 8355,E40 - FEDDES LIBERATION D108- 8355,,,14,-1.9,58,89,0.2,1.01,22,-4,9,8,17,0.46,0.09,13,-0.14,0.01,185,48
PM721,,E40 - 8269,E40 - FEDDES DEFENDER Y17-8269,,,15,-1.8,58,86,0.18,1.14,20,-4,11,8,18,0.45,0.05,1,-0.1,0.02,190,47
PM722,,E51 - D104,E51 - VF ACQUISITION D104,,,15,-2.7,50,75,0.15,0.58,21,-2,11,7,18,0.32,0.06,4,-0.04,0.03,186,47
PM723,,E51 - D172,E51 - VF SILVER BOW D172,,,13,-1.3,62,97,0.22,0.9,21,-1,12,8,17,0.32,0.05,13,0.02,0.01,195,49
PM724,,E51 - D706,E51 - DOING RIGHT,,,14,-2.2,50,76,0.16,0.44,23,-4,10,7,18,0.28,0.05,3,-0.17,0.01,187,47
PM725,,E51 - 3036,E51 - WOOD EMMETT 3036,,,17,-3.1,50,73,0.14,0.71,20,-1,9,9,18,0.22,0.06,2,-0.14,0.01,190,45
PM726,,E51 - 2385,E51 - ODOHERTY   2385,,,13,-1.6,57,83,0.16,0.91,22,-3,7,7,18,0.19,0.05,2,-0.19,0,174,46
PM727,,E51 - 8355,E51 - FEDDES LIBERATION D108- 8355,,,14,-2.2,57,87,0.19,0.97,22,-3,9,7,19,0.45,0.08,12,-0.14,0.01,195,48
PM728,,E51 - 8269,E51 - FEDDES DEFENDER Y17-8269,,,15,-2,56,84,0.17,1.09,21,-3,12,8,19,0.44,0.04,1,-0.1,0.01,200,47
PM729,,E56 - D104,E56 - VF ACQUISITION D104,,,15,-2.8,54,82,0.17,0.73,22,-2,11,8,17,0.34,0.07,5,-0.04,0.03,187,47
PM730,,E56 - D172,E56 - VF SILVER BOW D172,,,14,-1.4,66,104,0.24,1.05,22,-1,12,9,17,0.34,0.06,14,0.02,0.02,195,50
PM731,,E56 - D706,E56 - DOING RIGHT,,,14,-2.3,54,83,0.18,0.58,24,-4,10,8,18,0.3,0.06,3,-0.17,0.01,188,48
PM732,,E56 - 3036,E56 - WOOD EMMETT 3036,,,17,-3.2,54,80,0.16,0.86,21,-1,9,10,18,0.24,0.07,3,-0.14,0.02,191,46
PM733,,E56 - 2385,E56 - ODOHERTY   2385,,,14,-1.7,61,90,0.18,1.05,23,-3,7,8,17,0.2,0.05,3,-0.19,0.01,175,46
PM734,,E56 - 8355,E56 - FEDDES LIBERATION D108- 8355,,,14,-2.2,61,94,0.21,1.12,24,-3,9,8,18,0.47,0.09,13,-0.14,0.01,196,49
PM735,,E56 - 8269,E56 - FEDDES DEFENDER Y17-8269,,,15,-2.2,61,91,0.19,1.24,22,-3,12,9,18,0.45,0.05,1,-0.1,0.02,201,48
PM736,,E59 - D104,E59 - VF ACQUISITION D104,,,14,-1.9,54,81,0.17,0.73,20,-3,11,8,16,0.32,0.06,7,-0.01,0.03,174,47
PM737,,E59 - D172,E59 - VF SILVER BOW D172,,,13,-0.5,66,103,0.23,1.04,20,-2,12,8,16,0.33,0.05,15,0.05,0.01,182,49
PM738,,E59 - D706,E59 - DOING RIGHT,,,13,-1.4,53,82,0.18,0.58,22,-5,10,7,16,0.29,0.05,5,-0.14,0.01,174,48
PM739,,E59 - 3036,E59 - WOOD EMMETT 3036,,,16,-2.3,54,79,0.16,0.85,19,-2,9,10,16,0.23,0.06,5,-0.11,0.02,177,46
PM740,,E59 - 2385,E59 - ODOHERTY   2385,,,13,-0.8,60,89,0.18,1.05,21,-4,7,8,16,0.19,0.05,5,-0.16,0,161,46
PM741,,E59 - 8355,E59 - FEDDES LIBERATION D108- 8355,,,13,-1.4,60,93,0.21,1.11,21,-4,9,8,17,0.46,0.08,15,-0.11,0.01,182,48
PM742,,E59 - 8269,E59 - FEDDES DEFENDER Y17-8269,,,14,-1.2,60,90,0.19,1.24,20,-4,12,8,17,0.44,0.04,3,-0.07,0.01,187,48
PM743,,E71 - D104,E71 - VF ACQUISITION D104,,,13,-1,58,87,0.18,0.77,19,-2,11,7,17,0.34,0.07,4,-0.05,0.03,183,48
PM744,,E71 - D172,E71 - VF SILVER BOW D172,,,12,0.3,70,110,0.25,1.09,20,-1,12,8,17,0.34,0.06,13,0.01,0.02,192,50
PM745,,E71 - D706,E71 - DOING RIGHT,,,12,-0.6,58,89,0.19,0.63,21,-4,10,6,17,0.3,0.06,3,-0.18,0.01,184,48
PM746,,E71 - 3036,E71 - WOOD EMMETT 3036,,,15,-1.5,58,85,0.17,0.9,18,-1,9,9,18,0.24,0.07,3,-0.15,0.02,187,46
PM747,,E71 - 2385,E71 - ODOHERTY   2385,,,12,0,65,96,0.19,1.1,20,-3,8,7,17,0.2,0.05,2,-0.2,0.01,171,47
PM748,,E71 - 8355,E71 - FEDDES LIBERATION D108- 8355,,,12,-0.6,65,100,0.22,1.16,21,-3,9,7,18,0.47,0.09,12,-0.15,0.01,192,49
PM749,,E71 - 8269,E71 - FEDDES DEFENDER Y17-8269,,,13,-0.4,65,96,0.2,1.28,19,-3,12,7,18,0.45,0.05,1,-0.11,0.02,197,48
PM750,,E87 - D104,E87 - VF ACQUISITION D104,,,14,-1.9,56,84,0.17,0.73,21,-2,12,7,19,0.32,0.06,5,-0.04,0.03,196,47
PM751,,E87 - D172,E87 - VF SILVER BOW D172,,,12,-0.6,68,106,0.24,1.04,21,-1,13,8,18,0.32,0.05,13,0.02,0.01,204,50
PM752,,E87 - D706,E87 - DOING RIGHT,,,13,-1.4,56,86,0.18,0.58,23,-3,11,6,19,0.28,0.06,3,-0.17,0.01,196,48
PM753,,E87 - 3036,E87 - WOOD EMMETT 3036,,,16,-2.4,56,82,0.16,0.85,20,-1,10,9,19,0.22,0.06,3,-0.14,0.02,199,46
PM754,,E87 - 2385,E87 - ODOHERTY   2385,,,12,-0.9,63,92,0.18,1.05,22,-3,8,7,18,0.19,0.05,3,-0.19,0,183,47
PM755,,E87 - 8355,E87 - FEDDES LIBERATION D108- 8355,,,13,-1.4,63,97,0.21,1.11,22,-3,10,7,20,0.45,0.08,13,-0.14,0.01,204,49
PM756,,E87 - 8269,E87 - FEDDES DEFENDER Y17-8269,,,14,-1.3,62,93,0.19,1.24,21,-3,12,7,20,0.44,0.04,1,-0.1,0.01,209,48
PM757,,F03 - D104,F03 - VF ACQUISITION D104,,,16,-3.4,55,82,0.17,0.62,21,-2,11,9,16,0.32,0.07,5,-0.05,0.03,183,47
PM758,,F03 - D172,F03 - VF SILVER BOW D172,,,15,-2,67,104,0.23,0.94,21,-1,12,9,16,0.33,0.06,13,0.01,0.02,192,50
PM759,,F03 - D706,F03 - DOING RIGHT,,,15,-2.9,55,83,0.18,0.47,23,-4,9,8,17,0.29,0.06,3,-0.18,0.01,184,48
PM760,,F03 - 3036,F03 - WOOD EMMETT 3036,,,18,-3.9,55,80,0.15,0.75,19,-1,9,11,17,0.23,0.07,3,-0.16,0.02,187,46
PM761,,F03 - 2385,F03 - ODOHERTY   2385,,,15,-2.3,62,90,0.18,0.94,21,-3,7,8,16,0.19,0.05,3,-0.2,0,171,46
PM762,,F03 - 8355,F03 - FEDDES LIBERATION D108- 8355,,,15,-2.9,62,94,0.2,1,22,-3,9,9,17,0.46,0.09,13,-0.16,0.01,192,49
PM763,,F03 - 8269,F03 - FEDDES DEFENDER Y17-8269,,,16,-2.8,61,91,0.18,1.13,20,-3,11,9,18,0.44,0.05,1,-0.11,0.02,197,48
PM764,,F04 - D104,F04 - VF ACQUISITION D104,,,17,-3.6,45,69,0.15,0.52,21,-3,12,9,17,0.39,0.08,6,-0.02,0.03,184,47
PM765,,F04 - D172,F04 - VF SILVER BOW D172,,,15,-2.2,57,91,0.22,0.84,21,-2,13,10,16,0.4,0.07,14,0.04,0.02,192,49
PM766,,F04 - D706,F04 - DOING RIGHT,,,15,-3.2,44,71,0.16,0.38,23,-5,10,8,17,0.36,0.07,4,-0.15,0.02,185,47
PM767,,F04 - 3036,F04 - WOOD EMMETT 3036,,,18,-4.1,45,67,0.14,0.65,20,-2,10,11,17,0.3,0.08,4,-0.12,0.02,188,45
PM768,,F04 - 2385,F04 - ODOHERTY   2385,,,15,-2.5,51,77,0.16,0.85,22,-4,8,9,16,0.26,0.06,4,-0.17,0.01,172,46
PM769,,F04 - 8355,F04 - FEDDES LIBERATION D108- 8355,,,15,-3.1,51,82,0.19,0.91,22,-4,10,9,18,0.52,0.1,14,-0.12,0.01,192,48
PM770,,F04 - 8269,F04 - FEDDES DEFENDER Y17-8269,,,16,-3,51,78,0.17,1.03,21,-4,12,9,18,0.51,0.06,2,-0.08,0.02,198,47
PM771,,F08 - D104,F08 - VF ACQUISITION D104,,,15,-2.2,56,86,0.19,0.55,21,-2,13,8,18,0.4,0.07,10,0.07,0.03,201,49
PM772,,F08 - D172,F08 - VF SILVER BOW D172,,,13,-0.9,68,108,0.25,0.86,21,-1,14,9,18,0.41,0.06,19,0.12,0.02,209,51
PM773,,F08 - D706,F08 - DOING RIGHT,,,14,-1.8,56,88,0.2,0.4,23,-4,11,8,18,0.37,0.06,9,-0.06,0.02,201,49
PM774,,F08 - 3036,F08 - WOOD EMMETT 3036,,,17,-2.8,56,84,0.18,0.68,20,-1,11,10,18,0.31,0.07,8,-0.04,0.02,204,47
PM775,,F08 - 2385,F08 - ODOHERTY   2385,,,13,-1.2,62,94,0.2,0.87,22,-3,9,8,18,0.27,0.05,8,-0.09,0.01,188,48
PM776,,F08 - 8355,F08 - FEDDES LIBERATION D108- 8355,,,14,-1.8,62,99,0.23,0.93,23,-3,10,8,19,0.53,0.09,18,-0.04,0.01,209,50
PM777,,F08 - 8269,F08 - FEDDES DEFENDER Y17-8269,,,15,-1.6,62,95,0.21,1.06,21,-3,13,9,19,0.52,0.05,6,0,0.02,214,49
PM778,,F19 - D104,F19 - VF ACQUISITION D104,,,17,-3.6,43,64,0.13,0.41,19,-3,12,9,16,0.34,0.07,6,0,0.03,178,46
PM779,,F19 - D172,F19 - VF SILVER BOW D172,,,15,-2.2,55,86,0.19,0.73,19,-2,13,10,16,0.35,0.06,14,0.05,0.02,186,48
PM780,,F19 - D706,F19 - DOING RIGHT,,,16,-3.1,43,65,0.14,0.27,21,-5,11,9,16,0.31,0.06,4,-0.13,0.02,178,46
PM781,,F19 - 3036,F19 - WOOD EMMETT 3036,,,19,-4.1,43,62,0.11,0.54,18,-2,10,11,16,0.25,0.07,4,-0.11,0.02,181,44
PM782,,F19 - 2385,F19 - ODOHERTY   2385,,,15,-2.5,50,72,0.14,0.74,19,-4,8,9,16,0.22,0.06,4,-0.16,0.01,165,45
PM783,,F19 - 8355,F19 - FEDDES LIBERATION D108- 8355,,,16,-3.1,50,76,0.16,0.8,20,-4,10,9,17,0.48,0.09,14,-0.11,0.01,186,47
PM784,,F19 - 8269,F19 - FEDDES DEFENDER Y17-8269,,,17,-3,49,73,0.15,0.92,18,-4,13,10,17,0.46,0.05,2,-0.06,0.02,191,46
PM785,,F21 - D104,F21 - VF ACQUISITION D104,,,15,-2.2,50,77,0.17,0.47,22,-3,11,8,17,0.38,0.07,6,-0.02,0.03,187,48
PM786,,F21 - D172,F21 - VF SILVER BOW D172,,,13,-0.9,62,99,0.23,0.78,22,-2,13,8,17,0.38,0.06,14,0.03,0.02,196,50
PM787,,F21 - D706,F21 - DOING RIGHT,,,13,-1.8,50,78,0.18,0.32,24,-5,10,7,18,0.34,0.06,4,-0.16,0.01,188,48
PM788,,F21 - 3036,F21 - WOOD EMMETT 3036,,,16,-2.8,50,75,0.16,0.59,21,-2,10,10,18,0.28,0.07,4,-0.13,0.02,191,46
PM789,,F21 - 2385,F21 - ODOHERTY   2385,,,13,-1.2,56,85,0.18,0.79,23,-4,8,7,17,0.25,0.06,4,-0.18,0.01,175,47
PM790,,F21 - 8355,F21 - FEDDES LIBERATION D108- 8355,,,13,-1.8,56,89,0.21,0.85,23,-4,9,7,18,0.51,0.09,14,-0.13,0.01,196,49
PM791,,F21 - 8269,F21 - FEDDES DEFENDER Y17-8269,,,14,-1.6,56,86,0.19,0.98,22,-5,12,8,19,0.5,0.05,2,-0.09,0.02,201,48
PM792,,F31 - D104,F31 - VF ACQUISITION D104,,,17,-3.9,48,74,0.16,0.49,21,-3,12,9,16,0.39,0.08,6,-0.02,0.03,184,47
PM793,,F31 - D172,F31 - VF SILVER BOW D172,,,15,-2.5,60,96,0.23,0.8,21,-2,13,9,16,0.39,0.07,14,0.03,0.02,193,50
PM794,,F31 - D706,F31 - DOING RIGHT,,,15,-3.4,48,75,0.17,0.34,23,-5,10,8,17,0.36,0.07,4,-0.15,0.02,185,48
PM795,,F31 - 3036,F31 - WOOD EMMETT 3036,,,19,-4.4,48,72,0.15,0.61,20,-2,10,11,17,0.3,0.08,4,-0.12,0.02,188,46
PM796,,F31 - 2385,F31 - ODOHERTY   2385,,,15,-2.8,55,82,0.17,0.81,22,-4,8,9,16,0.26,0.06,4,-0.18,0.01,172,47
PM797,,F31 - 8355,F31 - FEDDES LIBERATION D108- 8355,,,16,-3.4,55,86,0.2,0.87,22,-4,9,9,17,0.52,0.1,14,-0.12,0.01,193,49
PM798,,F31 - 8269,F31 - FEDDES DEFENDER Y17-8269,,,17,-3.3,54,83,0.18,1,21,-4,12,9,17,0.51,0.06,2,-0.09,0.02,198,48
PM799,,F79 - D104,F79 - VF ACQUISITION D104,,,16,-3.3,51,80,0.18,0.75,23,-2,12,9,16,0.41,0.07,11,0.06,0.03,186,48
PM800,,F79 - D172,F79 - VF SILVER BOW D172,,,14,-2,63,102,0.24,1.06,23,-1,13,10,16,0.41,0.06,19,0.12,0.02,194,50
PM801,,F79 - D706,F79 - DOING RIGHT,,,15,-2.9,51,81,0.19,0.6,25,-4,11,8,17,0.37,0.06,9,-0.07,0.02,186,48
PM802,,F79 - 3036,F79 - WOOD EMMETT 3036,,,18,-3.8,51,78,0.17,0.87,22,-1,10,11,17,0.31,0.07,9,-0.05,0.02,189,46
PM803,,F79 - 2385,F79 - ODOHERTY   2385,,,14,-2.3,58,88,0.19,1.07,24,-3,8,9,16,0.28,0.06,9,-0.09,0.01,173,47
PM804,,F79 - 8355,F79 - FEDDES LIBERATION D108- 8355,,,15,-2.8,58,92,0.22,1.13,24,-3,10,9,17,0.54,0.09,19,-0.05,0.01,194,49
PM805,,F79 - 8269,F79 - FEDDES DEFENDER Y17-8269,,,16,-2.8,57,89,0.2,1.26,23,-3,13,9,18,0.52,0.05,7,0,0.02,199,48
PM806,,F81 - D104,F81 - VF ACQUISITION D104,,,17,-3.7,46,71,0.15,0.59,23,-2,11,9,17,0.39,0.08,6,0.04,0.04,186,47
PM807,,F81 - D172,F81 - VF SILVER BOW D172,,,15,-2.3,58,93,0.22,0.91,23,-1,13,9,17,0.4,0.07,15,0.09,0.03,194,49
PM808,,F81 - D706,F81 - DOING RIGHT,,,15,-3.2,46,72,0.16,0.44,25,-4,10,8,17,0.36,0.07,5,-0.09,0.02,186,47
PM809,,F81 - 3036,F81 - WOOD EMMETT 3036,,,18,-4.2,46,69,0.14,0.72,22,-1,9,11,18,0.3,0.08,4,-0.07,0.03,190,45
PM810,,F81 - 2385,F81 - ODOHERTY   2385,,,15,-2.7,53,79,0.16,0.92,24,-3,8,8,17,0.26,0.06,4,-0.12,0.02,174,46
PM811,,F81 - 8355,F81 - FEDDES LIBERATION D108- 8355,,,16,-3.2,53,83,0.19,0.98,24,-3,9,9,18,0.52,0.09,14,-0.07,0.02,194,48
PM812,,F81 - 8269,F81 - FEDDES DEFENDER Y17-8269,,,17,-3.1,52,79,0.17,1.1,23,-3,12,9,18,0.51,0.06,3,-0.03,0.03,200,47
PM813,,F83 - D104,F83 - VF ACQUISITION D104,,,16,-3.1,51,76,0.16,0.58,21,-2,11,8,16,0.33,0.06,5,-0.03,0.03,176,47
PM814,,F83 - D172,F83 - VF SILVER BOW D172,,,14,-1.8,63,98,0.22,0.9,21,-1,12,9,16,0.33,0.05,14,0.02,0.02,185,49
PM815,,F83 - D706,F83 - DOING RIGHT,,,14,-2.7,51,78,0.17,0.43,23,-4,10,8,16,0.3,0.06,4,-0.16,0.01,177,47
PM816,,F83 - 3036,F83 - WOOD EMMETT 3036,,,17,-3.6,51,74,0.14,0.71,20,-1,9,10,17,0.23,0.07,4,-0.14,0.02,180,45
PM817,,F83 - 2385,F83 - ODOHERTY   2385,,,14,-2,57,84,0.17,0.91,22,-3,7,8,16,0.2,0.05,3,-0.19,0,164,46
PM818,,F83 - 8355,F83 - FEDDES LIBERATION D108- 8355,,,15,-2.6,58,89,0.19,0.97,23,-3,9,8,17,0.46,0.08,13,-0.14,0.01,185,48
PM819,,F83 - 8269,F83 - FEDDES DEFENDER Y17-8269,,,16,-2.5,57,85,0.18,1.09,21,-3,11,9,17,0.45,0.05,2,-0.09,0.02,190,47
PM1,,F40 - D104,CHX    F40 - VF ACQUISITION D104,,,14,-2,45,66,0.13,0.21,17,-2,12,6,17,0.32,0.06,5,-0.02,0.02,178,47
PM2,?,F40 - D172,CHX    F40 - VF SILVER BOW D172,,,12,-0.6,57,88,0.2,0.52,17,-2,13,7,17,0.32,0.05,14,0.03,0.01,186,49
PM3,,F40 - D706,CHX    F40 - DOING RIGHT,,,13,-1.5,45,68,0.14,0.06,19,-4,10,6,17,0.28,0.05,4,-0.16,0.01,178,47
PM4,,F40 - 3036,CHX    F40 - WOOD EMMETT 3036,,,16,-2.4,45,64,0.12,0.33,16,-2,10,8,18,0.22,0.06,3,-0.13,0.01,181,45
PM5,,F40 - 2385,CHX    F40 - ODOHERTY   2385,,,12,-0.9,51,74,0.14,0.53,18,-4,8,6,17,0.19,0.04,3,-0.18,0,165,46
PM6,,F40 - 8355,CHX    F40 - FEDDES LIBERATION D108- 8355,,,13,-1.5,52,79,0.17,0.59,18,-4,9,6,18,0.45,0.08,13,-0.13,0.01,186,48
PM7,,F40 - 8269,CHX    F40 - FEDDES DEFENDER Y17-8269,,,14,-1.4,51,75,0.15,0.72,17,-4,12,7,18,0.44,0.04,2,-0.09,0.01,191,47
PM8,,D29 - D104,CHX    D29 - VF ACQUISITION D104,,,14,-2.2,41,60,0.12,0.11,19,-5,11,7,14,0.34,0.05,6,0.01,0.03,157,46
PM9,,D29 - D172,CHX    D29 - VF SILVER BOW D172,,,13,-0.9,53,83,0.18,0.43,19,-4,12,8,14,0.34,0.04,14,0.06,0.02,165,49
PM10,,D29 - D706,CHX    D29 - DOING RIGHT,,,13,-1.8,41,62,0.13,-0.04,21,-6,10,6,15,0.31,0.05,4,-0.12,0.01,157,47
PM11,,D29 - 3036,CHX    D29 - WOOD EMMETT 3036,,,16,-2.7,41,58,0.11,0.24,18,-4,9,9,15,0.25,0.05,4,-0.09,0.02,160,45
PM12,,D29 - 2385,CHX    D29 - ODOHERTY   2385,,,13,-1.1,48,69,0.13,0.44,20,-6,8,7,14,0.21,0.04,4,-0.15,0,144,45
PM13,,D29 - 8355,CHX    D29 - FEDDES LIBERATION D108- 8355,,,13,-1.7,48,73,0.16,0.5,21,-6,9,7,15,0.47,0.07,14,-0.09,0.01,165,48
PM14,,D29 - 8269,CHX    D29 - FEDDES DEFENDER Y17-8269,,,14,-1.6,47,69,0.14,0.62,19,-6,12,7,16,0.46,0.03,2,-0.05,0.02,170,47
PM15,,B40 - D104,CHX  B40 - VF ACQUISITION D104,,,15,-2.6,43,63,0.13,0.23,18,-2,12,6,17,0.31,0.06,5,-0.05,0.02,175,46
PM16,,B40 - D172,CHX  B40 - VF SILVER BOW D172,,,13,-1.2,55,86,0.19,0.54,18,-1,13,7,17,0.31,0.05,14,0.01,0.01,183,49
PM17,,B40 - D706,CHX  B40 - DOING RIGHT,,,13,-2.2,43,65,0.14,0.08,20,-3,11,5,17,0.27,0.05,3,-0.18,0.01,176,47
PM18,,B40 - 3036,CHX  B40 - WOOD EMMETT 3036,,,16,-3.1,43,61,0.12,0.35,17,-1,10,8,17,0.21,0.06,3,-0.15,0.01,179,45
PM19,,B40 - 2385,CHX  B40 - ODOHERTY   2385,,,13,-1.5,49,71,0.14,0.55,19,-3,8,6,17,0.17,0.05,3,-0.2,0,163,45
PM20,,B40 - 8355,CHX  B40 - FEDDES LIBERATION D108- 8355,,,13,-2.1,49,76,0.16,0.61,19,-3,10,6,18,0.44,0.08,13,-0.15,0,183,48
PM21,,B40 - 8269,CHX  B40 - FEDDES DEFENDER Y17-8269,,,14,-2,49,72,0.15,0.74,18,-3,13,6,18,0.42,0.04,1,-0.11,0.01,189,47
PM22,,K55 - D104,CHX  K55 - VF ACQUISITION D104,,,16,-3,35,50,0.09,0.09,18,-5,12,8,16,0.31,0.05,5,0,0.03,168,45
PM23,,K55 - D172,CHX  K55 - VF SILVER BOW D172,,,14,-1.6,47,72,0.16,0.41,18,-4,13,9,16,0.32,0.04,14,0.05,0.01,176,47
PM24,,K55 - D706,CHX  K55 - DOING RIGHT,,,14,-2.5,35,51,0.1,-0.05,20,-7,10,7,16,0.28,0.05,4,-0.14,0.01,168,45
PM25,,K55 - 3036,CHX  K55 - WOOD EMMETT 3036,,,17,-3.4,35,48,0.08,0.22,17,-4,10,10,16,0.22,0.05,3,-0.11,0.01,171,43
PM26,,K55 - 2385,CHX  K55 - ODOHERTY   2385,,,14,-1.9,41,58,0.1,0.42,19,-6,8,8,16,0.19,0.04,3,-0.16,0,155,44
PM27,,K55 - 8355,CHX  K55 - FEDDES LIBERATION D108- 8355,,,15,-2.5,41,62,0.13,0.48,20,-6,9,8,17,0.44,0.07,13,-0.11,0.01,176,46
PM28,,K55 - 8269,CHX  K55 - FEDDES DEFENDER Y17-8269,,,16,-2.3,41,59,0.11,0.6,18,-6,12,8,17,0.44,0.03,2,-0.07,0.01,181,45
PM29,,B71 - D104,HHOLL  B71 - VF ACQUISITION D104,,,14,-1.9,48,71,0.15,0.36,22,-2,11,8,19,0.33,0.06,3,-0.05,0.03,198,47
PM30,,B71 - D172,HHOLL  B71 - VF SILVER BOW D172,,,13,-0.6,60,93,0.21,0.67,22,-1,12,8,19,0.33,0.05,12,0.01,0.01,207,49
PM31,,B71 - D706,HHOLL  B71 - DOING RIGHT,,,13,-1.4,47,73,0.16,0.21,24,-4,10,7,20,0.3,0.05,2,-0.18,0.01,199,48
PM32,,B71 - 3036,HHOLL  B71 - WOOD EMMETT 3036,,,16,-2.4,48,69,0.13,0.49,21,-1,9,10,20,0.23,0.06,1,-0.15,0.02,202,45
PM33,,B71 - 2385,HHOLL  B71 - ODOHERTY   2385,,,13,-0.9,54,79,0.16,0.68,23,-3,7,7,19,0.2,0.05,1,-0.2,0,186,46
PM34,,B71 - 8355,HHOLL  B71 - FEDDES LIBERATION D108- 8355,,,13,-1.4,54,84,0.18,0.74,23,-3,9,8,20,0.46,0.08,11,-0.15,0.01,207,48
PM35,,B71 - 8269,HHOLL  B71 - FEDDES DEFENDER Y17-8269,,,14,-1.3,54,80,0.16,0.87,22,-3,12,8,20,0.45,0.04,0,-0.11,0.01,212,47
PM36,,I-04 - D104,CHX  I-04 - VF ACQUISITION D104,,,14,-1.9,39,57,0.11,0.15,20,-5,12,7,16,0.33,0.05,6,0,0.03,168,46
PM37,,I-04 - D172,CHX  I-04 - VF SILVER BOW D172,,,12,-0.5,51,80,0.18,0.46,20,-4,13,8,16,0.33,0.04,14,0.06,0.02,177,48
PM38,,I-04 - D706,CHX  I-04 - DOING RIGHT,,,13,-1.4,39,59,0.12,0,22,-7,10,6,16,0.3,0.05,4,-0.12,0.01,169,46
PM39,,I-04 - 3036,CHX  I-04 - WOOD EMMETT 3036,,,16,-2.3,39,55,0.1,0.27,19,-4,10,9,17,0.23,0.05,4,-0.1,0.02,172,44
PM40,,I-04 - 2385,CHX  I-04 - ODOHERTY   2385,,,12,-0.8,46,66,0.12,0.47,21,-6,8,7,16,0.2,0.04,4,-0.15,0,156,45
PM41,,I-04 - 8355,CHX  I-04 - FEDDES LIBERATION D108- 8355,,,13,-1.4,46,70,0.15,0.53,22,-6,9,7,17,0.46,0.07,14,-0.1,0.01,177,47
PM42,,I-04 - 8269,CHX  I-04 - FEDDES DEFENDER Y17-8269,,,14,-1.2,46,66,0.13,0.66,20,-6,12,7,17,0.45,0.03,2,-0.06,0.02,182,46
